V1,Source,lpq1_1,lpq2_1,lpq3_1,lpq4_1,lpq5_1,lpq6_1,lpq7_1,lpq8_1,lpq9_1,lpq10_1,lpq11_1,lpq12_1,lpq13_1,lpq14_1,lpq15_1,lpq16_1,lpq17_1,lpq18_1,lpq19_1,lpq20_1,YEAR
R_elbKNhsbRaiE8wh,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_eldQSaZNk3llghv,not random,1,1,2,1,1,1,1,2,1,1,2,1,1,1,1,1,2,2,1,1,2015
R_eLMxaLkx4lm4HXH,not random,2,2,1,1,2,2,1,1,2,1,2,2,1,2,1,2,1,1,2,1,2015
R_elN6EZgcBjjYyuV,random,2,2,1,1,2,1,1,2,2,1,2,2,1,2,1,2,1,1,2,1,2015
R_eLrrepznyxhlgIl,not random,1,1,1,2,1,2,1,2,1,2,1,1,1,2,2,1,2,1,1,2,2015
R_em4nexGHs6VQkSN,not random,2,1,1,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,2,2015
R_eM7YZnOvBcznNIt,random,1,2,1,1,1,2,1,2,2,2,2,2,1,1,1,2,1,1,1,1,2015
R_emkLR6qLVErs4j7,not random,2,2,1,1,1,2,1,2,2,1,2,2,1,2,1,2,1,1,1,1,2015
R_empS7ykVPTNMgBf,random,2,2,1,1,2,2,1,2,2,1,1,2,1,2,2,2,1,1,2,1,2015
R_en4RJGKXc2Cg38R,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_enGgTqpKxZ48z4x,not random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015
R_enxuamjv6ktoL41,random,2,2,1,1,2,1,1,2,2,1,2,2,1,2,1,2,1,1,2,1,2015
R_eo0M4fOh3nMLP6F,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_eOHqsyRyGmY1ZMF,random,1,2,1,1,1,2,2,2,2,2,1,2,1,2,1,2,1,1,1,1,2015
R_ePA2zrZAmzlK2dn,not random,2,2,1,1,2,2,1,2,2,1,1,2,1,1,1,2,2,1,2,1,2015
R_ePur9GxSXJkDaJf,not random,2,2,1,1,2,1,1,2,2,1,2,2,1,2,1,2,1,1,2,2,2015
R_eQi3cTihbYTADvn,not random,2,2,1,1,1,1,1,2,2,1,2,2,1,2,1,2,1,1,2,1,2015
R_eqRkm6Ify84NiOF,random,1,2,1,1,2,1,1,1,2,2,1,2,1,2,2,2,1,1,2,1,2015
R_eqWTvQfVWA8HxBz,not random,2,2,1,1,2,1,1,2,2,1,2,2,1,2,1,2,1,1,2,1,2015
R_eqyJzY9wP6vIke1,not random,2,2,1,1,2,1,1,2,2,1,2,2,1,2,2,2,1,1,2,1,2015
R_erg1ox0FPBy5vBT,not random,2,2,1,1,1,1,1,1,2,1,2,2,1,2,2,2,1,1,2,1,2015
R_eRKTo9HjxkLFv3n,random,2,1,1,1,1,2,1,1,1,2,2,2,2,1,1,2,1,2,1,1,2015
R_erkY3OtEkMn1Ehr,not random,2,2,1,1,2,1,1,1,2,1,2,2,1,2,2,2,1,1,2,1,2015
R_eRrEbKPv7FyQlud,random,2,2,1,1,2,2,1,1,2,1,1,2,1,2,1,2,1,1,1,1,2015
R_es7c7t0o7CsN2p3,random,1,2,1,1,1,2,1,2,2,1,2,2,1,2,1,2,1,1,2,1,2016
R_escu0aT0aX7rqBL,random,2,1,1,1,1,1,1,1,2,1,2,2,1,2,2,2,1,1,1,1,2015
R_esnnqrLGxDWWtPT,random,2,1,1,1,1,2,1,1,2,2,1,1,1,1,2,1,2,1,1,2,2015
R_esnyhHjseUEf6HH,random,1,2,1,2,1,2,1,1,1,2,1,1,1,1,1,2,2,2,1,2,2015
R_esoWaAPWU1xD8a1,not random,1,1,1,1,1,1,2,1,1,2,2,1,1,2,1,1,1,1,1,2,2015
R_esszDKLE9o2zAP3,random,1,1,1,2,1,2,1,1,1,2,2,2,1,2,1,2,2,2,1,1,2015
R_eURJ6dQyEuTJH9z,not random,2,2,1,2,2,1,1,1,1,2,1,2,1,1,1,2,2,2,1,2,2015
R_eVE0qbjQ0tqH1vn,random,2,2,1,1,2,1,1,2,2,1,2,2,1,2,2,2,1,1,2,1,2015
R_eVyskqZUEdzbaEB,random,1,2,1,1,2,2,1,1,2,2,1,1,1,2,1,2,1,1,2,2,2015
R_eW374PDgzb2HLGR,not random,2,2,1,1,2,1,1,2,2,1,2,2,1,2,2,1,1,1,2,1,2015
R_ewEeNTiTK9qfq7z,not random,2,2,1,1,2,1,2,1,2,1,1,2,1,2,1,2,1,1,2,1,2015
R_eWHGYj0K4vsbAln,not random,2,2,1,1,2,1,2,2,2,1,2,2,1,2,2,2,1,1,2,1,2015
R_ewIrAcQ7YJr9O4Z,random,1,1,1,1,1,1,2,2,2,1,2,2,1,2,1,2,1,1,2,1,2015
R_eWlLoa9ivCgOYo5,not random,2,2,1,1,1,2,1,2,2,2,2,2,1,2,1,2,1,1,1,2,2015
R_ewXwv9BkXtj4rnz,not random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_eX2ErEknJktr1ZP,random,1,1,1,1,1,2,2,1,2,1,2,2,1,1,1,2,1,2,1,1,2015
R_eXIEgqETS0Hd4ZP,random,2,2,1,1,2,2,1,2,2,1,2,2,1,2,2,2,1,1,2,1,2016
R_exJEh1iUCXVuskZ,random,1,2,2,1,1,2,1,1,2,2,2,2,1,1,1,2,1,1,1,1,2015
R_eXxcCTXwbfoUHch,random,2,2,1,1,2,2,1,1,2,1,2,1,1,2,2,2,1,1,2,1,2015
R_eYb5ueo9ebM5bj7,not random,1,1,2,2,2,2,1,1,1,2,1,1,1,2,2,2,2,1,1,2,2015
R_eyehevjTllcSN1j,random,2,2,1,1,1,1,1,1,1,1,2,2,1,2,2,2,1,1,1,1,2015
R_eYidjhG4ksJ1TSd,not random,1,1,1,1,1,1,1,1,2,2,2,2,1,2,1,2,1,1,1,2,2015
R_eyP4vcseyYCwtut,random,1,1,1,1,1,1,1,1,2,2,1,2,1,2,1,2,1,1,1,1,2015
R_eyrtLf5shB9VFK5,random,2,2,1,1,1,1,1,2,2,2,2,2,1,2,1,2,1,1,2,1,2015
R_eyusKE8xA715U7r,not random,1,2,1,1,1,2,1,1,2,1,2,2,1,2,1,2,1,1,1,2,2015
R_eyvKhGGpBf8awaV,random,2,2,2,1,2,1,1,1,1,2,2,1,1,1,2,2,1,1,2,1,2015
R_eyYViFEglJQOp6t,random,1,2,1,1,1,1,1,2,2,2,2,2,1,2,1,2,1,1,1,1,2015
R_ez03rIKDEWpeONL,not random,2,1,1,1,2,2,2,1,2,1,2,2,1,2,1,2,1,1,2,1,2015
R_ezaIgE5QIROymPj,random,1,1,1,1,1,2,1,1,1,2,2,2,1,2,1,1,1,1,1,2,2015
R_ezdY0o1Jb3daBGl,random,2,2,1,1,2,1,1,2,2,2,1,2,1,2,1,2,1,1,2,1,2015
R_NUBHKxnOaycVa3T,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_NX5i97MNOEApYfT,not random,1,2,2,1,1,2,1,1,2,1,2,2,1,2,1,2,1,1,1,1,2015
R_NXsgqhQC93EYjeh,not random,2,2,2,1,1,1,1,2,2,1,2,2,1,2,2,2,1,1,1,1,2015
R_O1ATE2bY1NcwvAJ,not random,2,2,2,1,2,1,1,2,2,1,2,2,1,2,1,2,1,2,2,2,2015
R_Oa4eHhW497cMzpn,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_ODmDYcPAZqOOuGd,random,1,1,2,1,1,2,1,1,1,2,1,1,1,2,1,1,2,1,1,2,2015
R_Off15lSNpZCoayt,not random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015
R_OfzoLOvF4uTSh2h,not random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_OIPQzv5XLgUhK5r,not random,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015
R_Ojt60jiBTSxzgY1,random,1,2,1,1,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2015
R_OJZGPuNYeOIL5vz,not random,1,1,2,2,1,1,NA,1,1,2,2,1,2,2,1,2,1,1,1,1,2015
R_OkgMmN5rzAY5gnn,not random,1,2,1,1,1,1,2,1,1,2,1,1,1,2,1,2,1,1,1,2,2015
R_OOOx7sqcrLuFtXb,not random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015
R_Ow1q6rQT4iZ0uE9,not random,2,2,1,1,2,2,1,1,2,2,2,2,1,1,2,2,1,1,2,1,2015
R_oYVF3thLKyXsX7j,not random,2,2,1,1,2,2,1,1,2,2,2,2,2,2,2,2,1,1,1,2,2015
R_pAaEqIr4NCJ8YdH,not random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_pAcShEKQdjlTZfP,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015
R_pAxOfOsCvZLejTj,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_pc6GM7GUXWarG9z,not random,2,2,1,1,2,1,1,1,2,1,2,2,1,2,1,2,1,1,2,1,2015
R_pfLtG9GkodK5rs5,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_PG2g0safXUdNEgV,not random,1,1,2,1,1,1,1,1,2,2,1,2,1,1,1,2,1,1,1,2,2015
R_pGkFIwuUCXHLD5n,not random,1,2,1,1,1,2,1,1,2,1,2,2,1,2,1,2,1,1,1,1,2015
R_pH3WZDL7mgELb4l,random,2,2,1,1,2,1,2,2,2,1,2,2,1,1,2,2,1,1,2,1,2015
R_PtTsyv38eYW3xxT,random,1,1,1,1,1,2,2,1,2,1,2,2,1,2,1,2,1,1,1,1,2015
R_PvRilNTCKdw9shr,random,1,2,1,1,1,1,1,2,2,1,2,2,1,2,1,2,1,1,1,1,2015
R_pyLK1wsuLZHaF0t,random,2,2,1,1,2,1,1,1,2,2,1,1,1,2,2,2,2,1,2,2,2015
R_PYTnUGEdqvvmTJL,not random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_Pzbu499mxnQ9NWp,not random,2,2,2,1,2,2,1,2,2,1,2,2,1,2,1,2,1,1,2,1,2015
R_PZmWujJxcLvjkch,not random,2,2,1,1,1,1,1,2,2,1,2,2,1,1,2,2,1,1,1,2,2015
R_Q3z3AltcvwJipAB,not random,1,2,1,1,2,2,1,2,2,1,2,2,1,2,2,2,1,1,2,1,2015
R_QbNT5RaMj4PsvOF,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_qDXGgdVfDJFxcgp,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_Qh5Wt5c4fG0HMXf,not random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015
R_qJlpppnlNX4Xj0Z,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_qKo1UdgOgQY6C6R,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_qLddloV9fEiOHEB,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_QlW5TAlRL1ExFsZ,random,2,2,1,1,2,1,2,2,2,1,2,2,1,2,1,2,1,1,2,1,2015
R_qO6DfUBe68Sl8wV,not random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_QoFqelqYCGQwGhb,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_QoGacB7M4IIwlMd,random,2,2,1,1,1,1,1,1,2,1,2,2,1,2,1,2,1,2,2,1,2015
R_qOQEuUULclJGlj3,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_QozRlMcnRxGauwF,not random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_Qp04E9WhFgsMKDD,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_qPk1wcH6HBxRsqd,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_qPKgCaKZFUPjO0x,not random,1,1,2,2,1,2,2,2,2,1,1,1,2,1,2,1,2,1,1,2,2015
R_qwpArS2LAD6KWwp,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_qzpaFxDK0O0coDf,random,2,2,1,1,1,2,1,1,2,1,2,2,1,2,2,2,1,1,2,2,2015
R_r1PeM14hVmOS1Et,not random,2,2,1,1,2,1,1,2,2,1,2,2,1,2,2,2,1,2,2,1,2015
R_R2DFOMuI3RFHFKN,random,1,1,2,1,1,1,1,1,2,2,1,1,1,1,2,1,2,1,1,2,2016
R_R4sLLSGaIdkoKQx,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_r85cI0f8roesddD,not random,2,2,1,1,2,1,1,1,2,1,2,2,1,2,2,2,1,1,2,1,2015
R_R92tVVUw9oEunSh,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_R9vsLIB0qoIIYa5,not random,1,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015
R_reCoLutoGPGcpHj,random,1,2,1,1,2,1,1,1,2,2,2,2,1,1,1,2,1,1,1,1,2015
R_ReEy6RbGsxAl1At,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_REINlgzn9S60g6J,random,1,2,1,1,1,1,1,2,2,1,2,2,1,2,2,2,1,1,1,1,2015
R_rihiEIQ2rUWMNQ5,random,2,2,2,1,2,2,1,1,2,1,2,1,1,2,1,2,2,1,2,2,2015
R_RjWjbUWoSkm49c5,not random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_rkgluxeer2UyCbf,not random,2,2,2,1,1,2,1,1,2,1,1,2,1,2,1,2,1,1,1,1,2015
R_RkuqzL35gMiDse5,not random,2,2,1,1,2,2,1,2,2,1,2,2,1,2,2,2,1,1,1,1,2015
R_rkUtWhB8Exngdhv,random,1,1,2,2,1,2,2,1,1,2,1,1,1,1,1,1,2,2,1,2,2015
R_rluwHTf3cC6kZwd,random,2,2,1,1,1,1,1,2,2,2,1,2,1,2,2,2,1,1,1,1,2015
R_RmNw7VXKSO5Wx4l,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_Rn3C6mQcNCKUPg5,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_rqgDF48BS4EEPnP,random,2,1,2,1,2,1,1,2,2,1,1,NA,2,1,1,NA,2,1,2,2,2016
R_RRGIo88AD4myPZL,not random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_RrilUE5pyy8V6zT,not random,2,2,1,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2015
R_rruNc1bvmXY6F1L,not random,2,2,2,1,1,2,1,1,2,1,2,2,1,2,2,2,1,2,1,1,2015
R_RtprHy41D57OQBb,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_RUhn1VLGeCS3Na9,random,1,2,1,1,1,1,1,2,2,1,2,2,1,2,2,2,1,1,2,1,2015
R_RwCVg8igMQzYKMF,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_RWzIFL37VS3xrjj,not random,1,1,2,1,1,2,2,1,2,2,2,2,1,2,1,2,1,2,1,2,2015
R_s691skjhhs8oCnD,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_s7Q9JS9ifeLtXdT,not random,2,2,1,1,1,1,2,1,2,1,2,2,1,2,1,2,1,1,1,2,2016
R_sbbUyoKP8mqoeGZ,not random,1,2,1,1,2,1,1,2,2,1,2,2,1,2,1,1,1,1,1,2,2015
R_sdvUZw9SjgvlJzb,random,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015
R_sESwuYx4UFZ1mX7,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_sFqUw2ZJZS46FPP,not random,2,2,1,2,1,2,1,1,1,2,2,2,1,2,1,2,1,1,2,2,2015
R_sGOoSBkDnxWhATT,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_sh4rW5ctOsgwtCp,not random,1,2,1,1,1,2,1,2,2,1,2,2,1,2,1,2,1,1,2,1,2015
R_shRoZJrFsERc7YJ,random,1,2,2,2,2,1,2,2,1,2,1,1,2,2,1,1,2,1,1,1,2015
R_SHvHLEpdbeKyVFv,not random,2,2,1,1,2,1,2,2,2,1,2,1,1,2,2,2,1,1,2,1,2015
R_sIgVXy3uDgjdDgZ,not random,1,2,1,1,1,1,1,1,2,2,2,2,1,1,1,2,1,1,1,2,2015
R_sj9bgmAIOloDLe9,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_SJBBjTFIsAvlnpv,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_sMxMAzxNxCg3pF7,not random,1,2,1,1,1,1,1,2,2,2,1,2,1,2,1,1,2,1,2,1,2015
R_sNdiqjVuW59hXix,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_SNuUDQLnwG7iMyB,not random,2,2,2,1,2,2,1,2,2,1,2,2,1,2,1,2,1,1,2,1,2015
R_snYkD1s8a62g6fD,not random,1,2,1,1,1,1,1,1,2,2,2,2,1,2,1,2,1,1,1,1,2015
R_sO4W2edu8tYiVsl,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_sOpdSj6c6a3Sh0Z,not random,1,2,2,2,1,1,1,1,NA,1,1,2,2,1,2,1,1,1,1,2,2015
R_spbRFR4aUuVrCEh,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_sR9LFGCSfP8n7ZT,not random,1,2,1,1,1,2,1,1,2,2,1,2,1,2,1,1,1,1,1,1,2015
R_sRqvj6ubp7RrX0d,random,2,2,1,1,1,2,2,2,2,2,1,2,1,2,2,2,1,1,2,1,2016
R_sSQNuO49zWvQsmZ,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_ssTZ4Md5gVb2lNf,random,1,1,2,1,1,1,1,1,2,2,2,2,1,2,1,2,1,1,1,1,2015
R_STadzdGTQFrbjq1,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_stn38eIN1Mn06t3,not random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_sTNfHVOVnMf4TdL,not random,2,2,1,1,2,1,2,2,2,1,2,2,1,2,2,2,1,1,2,1,2015
R_STQMPMyfAuG4CqJ,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_sUo0ShQHzvsjgiJ,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_SV7NG2Q04FNm43T,random,2,2,1,1,1,1,2,2,2,1,2,2,1,2,1,2,1,1,1,1,2015
R_szfBtxhX4njyHV7,not random,1,2,1,1,1,2,1,1,2,2,2,2,1,2,1,2,2,1,2,1,2015
R_sZG5QpCjxP9OuCR,not random,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,1,1,1,1,2015
R_SZSghCAGmyLN7TX,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_TbfaeSMoGjyyP17,random,2,2,1,1,1,1,2,1,2,1,1,1,1,2,2,2,1,2,1,1,2015
R_tEw3QN5WLBKp1gB,not random,1,2,1,1,2,1,1,1,2,1,2,2,1,2,1,2,1,1,1,1,2015
R_Thpydr84LbOvoul,random,1,2,1,1,1,1,1,2,2,1,2,2,1,2,1,2,1,1,1,1,2015
R_TjYK0K13D4TSkil,not random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015
R_tKD3FIs7h2XEZmp,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_TmZ6NVap8j4BXln,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_To6YNuV6jxtv9jr,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_tRlXqwipgly3qx3,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_TtGlMaSGzEWNhO9,not random,2,2,1,1,1,1,1,2,2,1,2,2,1,2,2,2,1,1,1,1,2015
R_tX6lzGZVWOzwq89,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_u364emgFB26wGfD,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_u7K1qpk5mfCZf5T,not random,2,2,2,1,2,1,1,2,2,1,2,2,1,2,2,2,1,1,2,1,2015
R_u8Fiv3zaQ6YGpBT,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015
R_U9GuzB9xpuOhZnP,not random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_u9OvAykcxRptf33,not random,2,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,1,1,1,2,2015
R_uaoamgSh3LGDqJX,not random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_Uaojq6oti9Fv5bb,not random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015
R_UbioaeiD00oBQM9,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_udA1hOagAUZPMGt,not random,2,2,1,1,2,2,2,1,2,2,2,2,1,2,1,2,1,1,2,1,2015
R_udJxfoJApf8MBCF,not random,1,2,1,1,1,1,2,1,2,1,2,1,2,2,1,2,1,1,1,1,2016
R_UEdHeCndrmRIONH,random,1,2,1,1,1,2,1,1,2,2,2,2,1,1,1,2,1,1,1,2,2015
R_UEDwqKZLYPFKi77,random,2,2,1,1,2,1,2,2,2,1,2,2,1,2,2,2,1,1,2,1,2015
R_ufAnSzcgdVmsbPH,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_ug04gFTSPJxqcE1,not random,1,1,1,1,1,2,1,1,2,2,2,2,1,1,1,2,2,2,1,2,2015
R_UGB64ymxUNhMLUl,not random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_UgUForq7TN5xpeh,not random,2,2,1,1,2,1,1,2,2,1,2,2,1,2,2,2,1,1,2,1,2015
R_UgWbvHgqirsWDeN,not random,1,2,1,1,2,1,2,2,2,1,2,2,1,2,1,2,1,1,1,1,2015
R_ukNEltLwFCydKud,not random,2,1,1,2,1,2,1,1,1,2,1,1,1,2,1,1,1,2,1,2,2015
R_Uo0RmqWg1Asi7y9,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_UROtOelIe1I9cSB,not random,2,2,2,1,2,1,2,1,1,1,1,2,2,1,1,2,1,2,1,1,2015
R_Us7EoStbZdiu4ZH,random,1,1,1,1,1,1,1,2,2,2,1,2,1,1,1,2,1,1,1,2,2016
R_UsCJT7Oni5Xx5tL,random,2,2,1,1,2,1,1,1,2,1,2,2,1,2,1,2,1,1,2,1,2016
R_USDjHQy02MMWJwJ,not random,2,2,1,1,2,2,1,1,2,1,2,2,1,2,1,2,1,1,2,1,2016
R_Uu6LNd2e1B9V2QV,not random,2,2,1,1,2,1,2,1,2,1,2,2,1,2,1,2,1,1,2,1,2015
R_UYKum4HIKXjDIad,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015
R_uzcchiuv8UOHfs5,not random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_veGucHYmKHldA2J,not random,1,2,1,2,2,2,1,2,2,2,1,2,2,1,2,1,2,1,2,1,2015
R_veqt4nxB0DAyLEl,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_vHcL4wdU4LLgF8J,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
