V1,Source,lpq1_1,lpq2_1,lpq3_1,lpq4_1,lpq5_1,lpq6_1,lpq7_1,lpq8_1,lpq9_1,lpq10_1,lpq11_1,lpq12_1,lpq13_1,lpq14_1,lpq15_1,lpq16_1,lpq17_1,lpq18_1,lpq19_1,lpq20_1,YEAR
R_3NQicxeIO3BAa7k,not random,2,2,1,1,2,1,1,2,2,1,2,2,1,1,2,2,1,1,2,1,2015
R_3nqJoOfcLDFcDvO,random,1,2,1,1,2,1,1,2,2,1,2,2,1,2,1,2,1,1,2,1,2015
R_3NR5T7vLlslzJb5,not random,2,2,2,1,1,2,1,1,2,2,2,1,2,2,1,2,1,1,2,2,2015
R_3nTqhV4MdqZLCFY,random,1,1,1,1,1,1,1,2,2,2,2,2,1,2,1,1,1,1,1,1,2016
R_3NUGhGe7QXva7Fh,not random,2,2,1,1,1,1,1,2,2,1,1,2,1,2,1,2,1,1,1,1,2015
R_3nvMJkGzsCcMCkx,not random,1,2,2,1,1,2,1,1,1,2,1,2,2,2,1,2,1,1,2,2,2015
R_3nVNhGxxuIJs8zA,random,2,2,1,1,2,2,1,1,2,1,2,2,1,2,1,1,1,1,2,1,2015
R_3nx9kNK0qciRr9b,random,1,1,2,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2015
R_3O0LUYZswBg7rLn,not random,2,2,1,1,1,2,2,1,2,1,1,1,1,2,1,2,1,1,1,2,2015
R_3O1drgUOTRasYcY,not random,2,2,2,2,2,1,1,1,2,1,2,2,1,2,2,2,1,1,2,1,2015
R_3O1xznMtnnJp4ub,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_3O60tfvP8IkU1Oq,not random,2,2,1,1,2,1,2,1,1,1,2,1,1,2,1,1,1,1,1,2,2015
R_3O7k9aMYHqoCxm2,not random,2,2,1,1,2,1,1,2,2,1,2,2,1,2,1,2,2,1,2,1,2015
R_3oAOagq5e8q1Vhw,not random,2,2,1,1,2,1,1,2,2,1,2,2,1,2,1,2,1,1,2,1,2015
R_3OcQ2Do8zcHQsCl,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_3oF3NVhzbZTXHIT,not random,2,2,1,1,1,1,1,1,2,2,2,1,1,1,2,2,1,1,1,1,2015
R_3oG6hzxUvsK659G,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_3OhpMfAK5GDllpb,random,2,2,1,1,1,2,2,1,2,1,2,2,1,2,1,2,1,1,1,1,2015
R_3OiDEnboIVUyDz2,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_3oXTSbk8LJBp8Mx,not random,2,1,1,1,1,1,1,1,2,1,2,1,1,2,1,2,1,2,1,1,2015
R_3oZcyBqPMyzZQAi,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_3ozJ6eQhPvOnbHz,random,2,2,1,1,1,1,2,1,2,2,1,2,1,2,2,2,1,1,1,1,2015
R_3ozRHsSX2pZv3dL,not random,1,2,1,1,1,2,2,2,2,1,1,2,1,2,2,2,1,1,1,1,2015
R_3p0aEeYsPPm70fJ,not random,2,2,1,1,2,2,1,1,1,2,1,1,1,2,1,2,1,1,2,1,2015
R_3P3mkUP5m0dLOBL,random,1,1,1,1,1,1,1,1,2,2,2,2,1,2,1,2,2,1,1,1,2015
R_3p5qpp6vmrD7q9j,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_3P6scvqm78v3aHh,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_3P6VGZlFU9BCvmc,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_3P7QJM6veFcGjzg,not random,1,2,1,1,2,1,1,2,2,1,2,2,1,2,1,2,1,1,1,1,2015
R_3p8NZvz9OxXRpRx,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_3pA10YzFqzvHnb7,random,2,2,1,1,2,1,1,2,2,1,1,2,1,2,2,2,1,1,2,1,2015
R_3PAIGUglEthYeOc,random,1,1,2,1,1,2,2,1,1,2,2,1,2,2,1,2,1,2,1,1,2015
R_3pb7DJFlIdn0Xzt,not random,2,2,2,2,2,2,1,1,2,1,2,1,1,1,1,2,1,1,2,1,2015
R_3pbYiBpwBFLFTNM,not random,2,2,1,1,2,1,1,1,2,1,2,2,1,2,1,2,1,1,2,1,2015
R_3Ph3dDYX9M86EAx,random,2,2,1,1,1,2,1,1,2,2,1,1,1,1,1,2,1,2,2,1,2015
R_3PHp3sJ1fPZ8Hkp,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_3phVirAV51hmPgU,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_3PiDdcJL0pk0UQJ,random,1,2,1,1,2,1,1,1,1,2,2,2,1,2,1,2,1,1,1,1,2015
R_3pimvMLzDsnOrUT,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_3PiQtnxCJZI6IXk,not random,2,1,1,1,1,2,1,2,1,2,2,2,1,2,1,2,1,2,2,1,2015
R_3pIYSLZ0AJUTcAB,random,2,2,1,1,2,2,1,1,2,2,2,2,1,2,1,2,1,1,2,2,2015
R_3PjlleI91xneBji,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_3PKarXfPeLaH7rD,random,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,2,2,2,2,2015
R_3PKUSMxaOqkFZIR,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_3pmY8DLFUkFg8kl,random,1,2,1,1,1,2,1,1,2,1,2,2,1,2,1,1,1,1,2,1,2015
R_3PnPNw3O6wKphRp,random,2,2,1,1,2,2,1,2,2,1,2,2,1,1,1,2,1,1,1,1,2015
R_3PofSzdpezmRcrb,not random,1,1,1,1,1,2,1,1,2,1,2,2,1,2,2,2,1,1,1,1,2015
R_3PoucqfjQvIBVKs,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_3PpAONgZIkwecrX,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_3Pq7tBOoHskR2we,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_3PRLw6LHDB5PqXQ,not random,2,2,1,1,2,1,1,2,2,1,2,2,1,2,2,2,1,1,2,1,2015
R_3pUCo77AyoIIPf3,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_3Pv2l3D82hyfZxr,not random,2,2,1,1,2,1,1,2,2,1,2,1,1,2,2,2,1,1,2,1,2015
R_3PvI6lnHaYRAxjH,not random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_3PYqzwoWoWB3Sgv,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_3Pz651lELFzQRaW,not random,2,2,1,1,2,1,1,1,2,1,2,2,1,2,1,2,1,1,2,1,2015
R_3Pz6Hvv112BRMxj,not random,1,1,1,1,1,2,2,1,1,1,1,1,2,2,2,1,2,1,1,1,2016
R_3Q1zn5X5D9YC0Lz,not random,2,2,1,1,2,1,2,2,2,2,2,2,1,2,2,2,1,2,2,1,2015
R_3Q2RcImWvy5tqRv,not random,2,2,1,2,2,1,1,2,2,1,2,1,1,1,1,1,1,1,2,1,2015
R_3Q3eynLNU96FnLf,not random,2,2,1,1,2,1,2,2,2,1,2,2,1,2,2,2,1,1,2,1,2015
R_3Q5LGZLjS1JKyah,not random,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015
R_3q8MgBn9SXSQVSV,random,1,2,1,1,1,2,1,2,2,1,1,2,1,2,1,2,2,1,1,1,2015
R_3Qam0T6yXZK7p8p,random,1,2,1,1,1,1,1,2,2,1,1,1,1,2,2,2,1,1,2,2,2015
R_3QciUVeqq6SS3bv,not random,1,1,1,1,1,2,1,2,1,2,2,1,1,2,2,1,1,1,1,1,2015
R_3qdtJ91YWl23qni,random,2,2,1,1,1,1,1,2,2,1,2,2,1,2,2,2,1,1,2,1,2015
R_3qfD8PyA4ebEBRV,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_3QGdKvBedYzEOWK,random,2,2,1,1,2,1,1,2,2,1,2,2,1,2,2,2,1,1,2,2,2015
R_3qI2DA4A9yYjFJS,random,1,2,1,1,1,1,1,1,2,1,1,2,1,2,2,2,1,1,1,1,2016
R_3qIrZ0K3xBZze8C,not random,2,2,1,1,2,1,1,1,2,1,2,2,1,2,1,2,1,1,2,1,2015
R_3qjOOEZi7MEtYVJ,not random,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2015
R_3QKHYOeuDw69WnX,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_3qleR1S7P1prXal,not random,1,2,2,2,1,2,1,1,1,1,2,2,1,2,1,2,1,1,2,1,2015
R_3Qm3B4Lz7E9iOhf,not random,1,1,2,2,1,2,1,1,1,2,1,1,2,2,2,1,2,2,1,2,2015
R_3qOS1CykcDcIXJH,not random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_3qPylEXWXrbTRjX,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_3qqHjznYOAZQjZK,random,1,2,1,1,1,1,1,2,2,1,2,2,1,2,2,2,1,1,2,1,2015
R_3QQw4H9JIg9kc5P,random,2,2,2,1,1,1,1,2,2,1,2,2,1,2,2,2,1,1,2,1,2016
R_3qsAfmI4HklQmPk,not random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_3qsPmG76IQMfSE5,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_3QWDAdQeFjVPwsx,not random,1,1,1,1,1,2,2,1,2,2,2,2,2,1,1,2,1,1,1,1,2015
R_3QWTfL0zfhHciOE,not random,2,2,2,1,1,1,1,2,2,1,2,2,1,2,1,2,1,1,2,1,2015
R_3QXaP8hwEOjflc2,random,2,2,1,1,2,1,1,1,2,1,2,2,1,2,1,2,1,1,2,1,2016
R_3qXbGPlxgOenTGB,not random,1,1,1,2,1,2,1,1,2,1,2,2,1,2,2,2,1,1,1,1,2015
R_3qXcTX3NUOKQhCt,not random,2,NA,1,1,2,1,1,1,2,1,2,2,1,2,2,2,1,1,2,1,2015
R_3qy9Sb8uz4YNZSu,random,2,2,1,1,2,2,1,1,2,1,1,1,1,1,1,1,1,1,2,1,2016
R_3qyvEa8sFK2hbGp,not random,1,2,1,1,1,1,1,1,2,2,2,2,1,2,2,2,1,1,1,2,2015
R_3r3cL93hXliHiRE,not random,2,2,1,1,2,1,1,2,2,1,2,2,1,2,1,2,1,1,2,1,2015
R_3R7K2KzM0Ui3POl,not random,1,2,1,2,1,2,2,1,2,2,2,2,1,2,1,2,1,1,1,1,2015
R_3R8EJ1KQQf2oTo9,random,2,2,2,2,1,1,1,2,1,1,2,1,1,1,1,2,1,1,1,2,2015
R_3R8Qh3ETXHKw4ip,random,1,2,2,1,1,1,1,2,2,2,2,2,1,2,1,2,1,1,2,2,2015
R_3R8zh106Xgu8xAz,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_3Ra661cBn7gj69R,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_3Rac3xgjuKTELm1,random,2,2,1,1,1,1,1,2,2,1,2,2,1,2,1,2,1,1,2,1,2015
R_3RapRPWX4S2VlAi,not random,2,1,1,2,NA,1,2,2,2,1,1,2,1,2,2,2,1,1,1,2,2015
R_3RasspJv0sN9aEP,random,1,2,1,1,1,1,1,1,2,1,2,1,1,1,1,2,1,1,1,2,2015
R_3RaU2XJZhd6x1ct,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015
R_3rB6ppb6UpJhFLj,not random,2,2,1,1,2,1,1,1,2,1,2,1,1,2,2,2,1,2,2,1,2015
R_3rC6OGZSSOxDbJr,random,2,2,1,1,2,1,1,1,2,1,2,2,1,2,1,2,1,1,2,1,2015
R_3RfBtWuCj3NbFLD,random,2,2,1,1,2,2,2,1,2,2,2,2,1,2,1,2,1,1,2,2,2015
R_3rfdj1qjwZsVGAd,random,1,2,1,1,1,1,1,2,2,1,2,2,1,2,2,2,1,1,1,1,2015
R_3RfmBud2zuJWz05,random,2,2,1,1,2,1,1,1,2,1,1,2,1,2,2,2,1,1,2,1,2015
R_3rGIpK0PtGHWVJW,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_3RjYjxfrwEypjJH,random,1,2,1,1,1,1,1,1,2,1,2,2,1,2,1,2,1,1,1,2,2015
R_3rOMeKQXHPoLoMt,random,1,1,1,1,1,2,1,2,2,2,1,2,1,1,1,1,1,2,1,1,2015
R_3RrtOfYfE3ikQun,not random,2,2,1,1,2,1,1,1,2,1,2,2,1,2,2,2,1,1,2,1,2015
R_3rSbHWGSvEtIRKd,not random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015
R_3Rt6Y3AMHBUyGXf,not random,2,2,2,1,1,2,1,1,2,1,2,2,1,1,2,2,2,2,2,2,2015
R_3rTboPJC2r6LwhJ,not random,1,1,1,2,1,2,1,1,1,2,1,1,1,1,2,1,1,1,1,1,2015
R_3rY6wbZ6gWOFLYx,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_3s4XW6ilwg2Lv3D,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_3s7yKVoonk8HeJQ,not random,1,2,1,1,1,2,1,2,1,2,1,2,2,1,1,2,2,2,1,2,2015
R_3scQEdYKNHXClLL,random,2,2,1,1,1,1,1,2,2,1,2,2,1,2,2,2,1,1,2,1,2015
R_3sh8ZpvwSr9jcoJ,random,1,1,1,1,1,1,1,1,1,2,2,1,1,2,1,2,1,1,2,2,2015
R_3shNZTPcoNfV6gt,not random,2,2,1,1,2,1,1,2,2,1,2,2,1,2,1,2,1,1,1,1,2015
R_3sla6SWwAJCntUF,random,2,1,1,2,1,1,2,1,1,2,2,2,1,2,1,2,1,2,1,2,2015
R_3snAw5NUGIiNjKS,random,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015
R_3spHgHA7R1AwS1r,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_3svtKg90EqIQP36,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_3szbbtwC8oUTRDI,not random,2,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,1,2015
R_3TL8C0FCcyf3ORf,random,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015
R_3UBHqsmb7qHjQq1,not random,2,2,2,1,2,1,1,2,2,1,2,2,1,2,1,2,1,1,2,1,2015
R_3UdQaqkgbD0xZml,random,2,2,1,1,2,1,1,2,2,1,2,2,1,2,1,2,1,1,2,1,2015
R_3UJeEHG03kbwkVD,random,1,2,1,1,2,1,2,2,2,1,2,2,1,1,1,2,1,1,1,1,2015
R_3VGKB0RmkAIXpuB,not random,2,2,1,1,2,2,1,2,2,1,2,2,1,2,1,2,1,1,2,1,2015
R_3WCpFkN0rVHz2Jf,random,2,2,1,1,2,1,1,1,2,1,2,2,1,2,1,2,1,1,2,1,2015
R_3xAdH46r3jhxKjb,random,1,2,1,1,2,1,1,2,2,1,2,2,1,2,1,2,1,1,2,1,2015
R_3XlFVmWvhXTrs3j,random,2,2,1,1,1,1,2,2,2,1,1,1,1,1,2,2,1,1,1,1,2015
R_3xQC33tJWNF74kx,random,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2015
R_3xVq3bHV4zx4Pml,not random,2,2,1,1,2,1,1,2,2,1,2,2,1,2,1,2,1,1,2,1,2015
R_3yDYmCPcFN5pbDL,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_3yesQUYLHcyoDiJ,random,1,1,1,1,1,1,2,1,1,2,2,2,1,2,1,2,2,2,1,1,2015
R_3yYM1DzQNwoONpP,random,2,2,1,1,2,2,1,1,2,2,1,2,1,1,1,2,1,1,1,2,2015
R_3z5NHBwG4wvcDK1,not random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_40DjFl8NU2SPwUJ,not random,1,2,1,2,2,2,1,2,1,2,1,1,1,1,1,2,2,2,2,2,2015
R_40jW8bsixDTFM3P,random,1,2,1,1,1,2,1,1,2,1,2,1,1,2,1,2,1,1,1,1,2015
R_40YDsjA7eWoFbNP,random,2,2,1,1,2,2,1,2,2,1,1,2,1,2,1,2,1,1,1,1,2015
R_410KWThIwOB0Yy9,not random,2,2,1,1,2,2,1,2,2,2,2,2,2,1,1,2,1,1,2,2,2015
R_418NKwvlPjIiYy9,not random,1,2,1,1,1,2,2,1,1,2,2,2,1,1,1,2,1,2,2,2,2015
R_41kD0mdUvf7uP8F,not random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015
R_41p1by1gi4fCdyx,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_41tjoivTyitKGqx,random,1,2,1,1,2,2,1,2,2,1,2,2,1,2,1,2,1,1,1,1,2015
R_42t7cDkmwbTX6N7,random,2,2,1,1,1,1,1,1,2,2,2,2,1,2,1,2,1,1,1,1,2015
R_42V7wsXhNGLNDUx,not random,1,2,1,1,1,1,1,2,2,1,2,2,1,2,1,2,1,1,1,1,2015
R_42xTesDQKGA6bjL,random,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015
R_43igPrV43CtUpwh,not random,1,2,1,1,1,2,1,1,2,2,2,2,1,1,1,2,1,1,1,1,2015
R_43q3xTqfbUDS54V,random,2,2,1,1,2,2,2,2,2,2,2,2,1,2,1,2,1,1,2,1,2015
R_4GgAxyh0W6Tn8b3,not random,2,2,1,1,2,1,1,1,2,1,2,2,1,2,1,2,1,1,2,1,2015
R_4Gi4je8jrXz3OD3,random,2,2,1,1,2,1,2,2,2,1,2,1,1,2,1,2,1,1,2,1,2015
R_4GUdydRAfR2v6fP,random,2,2,1,1,2,1,1,1,2,1,2,2,1,2,1,2,1,1,2,1,2015
R_4HNP5RVkyOtNuG9,random,1,2,1,1,1,1,1,2,2,1,1,2,1,1,2,2,1,1,1,1,2015
R_4HnQzgP7oibQsap,random,2,2,1,1,2,1,1,2,2,1,2,2,1,2,1,2,1,1,2,1,2015
R_4IrP7Fi9bAU1nvL,not random,1,1,1,1,1,2,1,1,1,2,1,1,1,2,1,2,1,1,1,1,2015
R_4JgGcBUVbfkWysB,random,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,2,2,1,1,2,2015
R_4MctT2t1NhgAXw9,random,2,2,1,1,2,1,1,2,2,1,2,2,1,2,1,2,1,1,2,1,2015
R_4MzG5itKaopIBBb,not random,2,2,1,1,2,1,1,2,2,2,2,2,1,2,1,2,1,1,2,2,2015
R_4NHRRKzSfW7b5aV,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_4NI8Ozzb4slm7mB,not random,1,2,1,1,2,1,1,2,2,2,2,2,1,2,1,2,1,1,2,1,2015
R_4NoDJ82C6tkYyih,random,2,2,1,1,2,1,2,2,2,1,2,2,1,2,2,2,1,1,1,1,2015
R_4NruhoouWzEvnKt,not random,2,2,1,1,2,1,1,2,2,1,2,2,1,2,2,2,1,1,2,1,2015
R_4O5EPblYsKZwnwp,random,1,1,2,2,1,2,1,1,1,2,1,1,1,1,1,2,2,2,1,2,2015
R_4O5s22Gy1nFZwMt,random,2,2,1,1,2,1,2,1,2,1,2,2,1,2,1,2,1,1,2,1,2015
R_4O81noFMaIsQ5BD,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_4OCLMZQvTSEiVZH,not random,2,1,1,1,2,2,1,1,1,2,2,1,1,2,1,2,1,1,1,2,2015
R_4OfxnFq8Si7uDNb,random,2,2,2,1,2,2,1,2,2,1,2,2,1,2,2,2,1,2,2,1,2015
R_4OyPdlor2mPaX53,random,1,2,1,1,2,2,1,2,2,1,2,2,1,2,1,2,1,1,2,1,2015
R_4PjFvRLxJ06c4XH,random,2,2,1,1,1,1,1,2,2,1,2,2,1,2,2,2,1,1,2,1,2015
R_4PJV43cvanxXvXn,random,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2015
R_4PnxQX18KENaAyF,random,2,2,1,1,2,1,1,1,2,1,2,2,1,2,1,2,1,1,2,1,2015
R_4SEYvV2M37vxLbn,not random,2,2,2,1,2,2,1,2,2,1,2,2,1,2,2,2,1,1,2,1,2015
R_4SN7Bb3xAtd8Qkt,random,2,2,1,1,2,1,1,2,2,1,2,2,1,2,1,2,1,1,2,1,2015
R_4SWVysHc2UDZgAR,not random,1,2,1,1,2,1,1,2,2,1,2,2,1,2,2,2,1,1,2,1,2015
R_4T7CrVIzMM9AX5P,not random,2,2,1,1,2,1,1,2,2,1,2,2,1,2,1,2,1,1,2,1,2015
R_4TOXhCxQj1HcBw1,not random,2,1,1,1,1,1,2,2,2,1,2,2,1,2,2,2,1,2,2,1,2015
R_4U5010KTM4dKlet,random,2,2,1,1,2,1,1,2,2,1,2,2,1,2,2,2,1,1,2,1,2015
R_4UBwXJ9nC5DvNUp,not random,2,2,1,1,2,1,1,2,2,1,2,2,1,1,2,2,1,1,2,1,2015
R_4UEdpdjiuB4tJyt,not random,1,2,1,1,1,1,1,1,2,1,2,1,1,2,1,2,1,1,1,NA,2015
R_4UfALB57UTYWT3v,random,2,2,1,1,2,1,1,2,2,1,2,2,1,2,1,2,1,1,2,2,2015
R_4Ui8TrqW6Ibxod7,random,1,1,2,2,1,2,1,1,1,2,1,1,1,2,1,1,2,2,1,2,2015
R_4UscVKekqFAwL3v,random,1,1,2,1,1,1,1,1,2,2,1,2,1,1,2,1,2,1,1,1,2015
R_4V2OFgM6epWCusB,random,2,2,1,1,2,1,2,1,2,1,2,2,1,1,1,2,1,1,1,1,2015
R_4YFkiCdkDmn8zaZ,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_4Yp1IClhOyjgti1,not random,2,1,1,2,1,2,1,1,1,2,2,1,1,2,1,2,2,2,1,1,2015
R_4ZAGVZ7sllcvoih,random,2,2,1,1,2,1,1,2,2,1,1,2,1,2,1,2,1,1,2,2,2015
R_4ZOX8ddebqNSSep,not random,2,2,1,1,2,1,2,2,2,1,1,1,1,2,2,2,1,2,2,1,2015
R_50BAK20lkRRJSvj,not random,2,2,1,1,2,1,1,1,2,1,1,2,1,2,1,2,1,1,2,1,2015
R_50HalyAlBV2xAkB,random,1,2,1,1,2,2,1,2,2,1,2,2,1,2,1,2,1,1,1,2,2015
R_50XAbWakZ3o0BdH,random,1,2,1,1,1,2,1,1,2,2,1,2,1,1,1,2,2,2,1,2,2015
R_515UC4AaxG0Pw9v,random,2,2,1,1,2,1,2,2,2,1,1,2,1,2,2,2,1,1,2,1,2015
R_51F5sTDWL1rAlMh,not random,2,2,2,2,1,2,2,2,2,1,2,2,1,2,NA,2,1,1,2,1,2015
R_54hud15OPK22e45,not random,1,2,2,2,2,2,2,2,NA,2,1,1,1,1,1,1,1,NA,NA,NA,2015
R_54MkuG5hdpa5Dnb,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_54tFKnEmQYC7yxz,not random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_55PJcAxCttN1jH7,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
R_55pv1cq4wV9hHYF,not random,2,1,1,2,1,2,2,1,1,2,1,1,1,1,2,1,2,2,1,2,2015
R_55rEsocR7Jk1IrP,not random,2,NA,1,1,1,1,1,1,1,2,1,2,1,1,1,2,1,1,1,1,2015
R_55Tv9VbLA5nojGZ,random,2,2,1,1,1,1,2,1,2,2,1,2,1,2,1,2,1,1,2,2,2015
R_55Xm8YdvHADmOFf,not random,1,1,1,1,1,1,2,2,1,1,2,2,1,2,1,2,1,2,1,1,2015
R_56few2JVvAmLzxj,random,1,2,1,1,1,1,1,1,2,1,2,2,1,2,1,2,1,1,1,2,2015
R_56kthqchVBWLsqN,random,1,1,2,1,1,2,1,1,1,1,1,2,1,2,1,2,1,2,1,1,2015
R_56npSJEEXkubMvX,random,1,1,1,1,1,1,2,1,2,1,2,2,1,2,1,2,1,1,1,1,2015
R_572vbKz5iK8AoWV,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015
R_576LN9Rlz7CiNlH,not random,1,2,1,1,2,2,1,1,2,1,1,2,1,2,2,2,2,1,2,1,2015
R_578G4SteacdPROt,random,2,1,2,1,2,1,1,2,1,1,2,1,2,1,2,1,2,1,2,2,2015
R_57rJWZidT8HDZn7,not random,2,2,1,1,2,1,1,2,2,1,2,1,1,2,1,1,1,1,1,1,2015
R_5A0ET4dLEuSrDXz,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
