,V1,Source,Gender,Age,Ethnicity,YearinSchool,YEAR
431,R_1Pe1QpGuK721yei,1,9,19,White,1,2016
432,R_1pLtzd0mMoSuofU,0,9,19,White,1,2015
433,R_1PXCqmhqBzinNv3,0,9,18,Multiple,1,2015
434,R_1PXmjia52GaC0WE,1,9,22,Other,3,2016
435,R_1PYHLmC2WKomciY,0,10,18,White,2,2016
436,R_1Q4lEjHXkzjRG3I,0,10,,White,1,2015
437,R_1q9ihzU0y8Fr6yK,0,10,18,Black,1,2015
438,R_1q9ytPiioXV7TFX,0,9,19,White,1,2016
439,R_1qeKhTGhiw9EnLA,0,9,19,Multiple,1,2016
440,R_1QgE4fwTFT9ZI0r,0,10,20,White,2,2016
441,R_1qgGBAWr4YMLuww,1,10,18,Black,1,2016
442,R_1qgoWXtRvDT3jZu,1,10,19,White,1,2016
443,R_1QgSPz5Li6VrQb6,0,10,18,White,1,2015
444,R_1QnhjEr4RQ4BN1q,0,9,21,White,3,2015
445,R_1QsIkZkf73TcPbv,1,10,18,White,1,2016
446,R_1QuqUsFh1nhnuJV,0,9,19,White,1,2015
447,R_1qWeptGgkl88EKt,1,9,19,White,1,2016
448,R_1Qyd1mkMKqBFdM1,0,9,19,White,1,2015
449,R_1QYEFpJEjFIUYrH,1,10,19,White,1,2015
450,R_1r0sAYvuSlFDTT6,1,10,20,White,3,2016
451,R_1r0ulaatgow5tAm,1,10,18,White,1,2016
452,R_1r1a6FJO1KgTc8R,1,,,,,2015
453,R_1R3jE9j67E9whzT,1,10,18,White,1,2015
454,R_1r66jkth2PYi6nj,0,10,19,White,1,2016
455,R_1r9qwWxbKWzL10K,1,9,20,Asian,1,2015
456,R_1rBWXNi75cnhz8z,0,9,24,Other,4,2015
457,R_1rcX0yarix8nrZD,1,9,19,,1,2016
458,R_1rDhjTkh2QU2V4J,1,10,20,White,3,2016
459,R_1RDZ3mTYVq3Koxn,1,9,19,White,2,2015
460,R_1rff2eNr8Pau5X8,0,9,18,White,1,2015
461,R_1rixTg0jny0kPZj,0,10,19,White,1,2015
462,R_1RKGmOe04hD9DUh,1,10,19,White,2,2015
463,R_1rMLPOrMkddXQ1Y,1,10,18,White,1,2015
464,R_1RnsyrfHENXxVL3,0,9,21,White,3,2016
465,R_1rP5VM6r0rByt6E,1,9,19,White,2,2015
466,R_1rPObwhpMWlB0,0,9,18,White,1,2015
467,R_1rqxUkIeZyfZ0qo,1,10,20,White,2,2016
468,R_1rqY624US2NWiO4,1,10,18,White,1,2016
469,R_1rrggyjKoLqAn70,1,,19,White,1,2016
470,R_1S1iSA6w59qBKJf,0,10,18,Black,1,2015
471,R_1S2FfCVWfneNgQR,0,10,19,White,2,2015
472,R_1SJou0hv2P1CACx,1,9,18,White,1,2016
473,R_1TCSzZKsaY9dnQp,1,10,22,White,3,2015
474,R_1TtDmdtiH7jlYkl,1,10,18,White,1,2015
475,R_1WVWvTCRQMpzwZ7,1,10,18,White,1,2015
476,R_1XoYlIso6Q9IuLX,0,10,20,Multiple,3,2015
477,R_1YbeBDErE5A8KvH,1,10,19,White,1,2015
478,R_1yOVGxW4l2YEF8N,0,9,20,White,2,2015
479,R_1zB8LKmZnj8pj5H,0,10,18,White,1,2015
480,R_1ZdzY9JZNNkpsfr,1,9,19,White,1,2015
481,R_1ZEaxJYaZvGCDR3,1,10,21,Black,2,2015
482,R_1zx6xRji4miTycJ,0,10,19,Other,1,2015
483,R_205JR8o2vE9j6e1,1,10,19,White,1,2015
484,R_20U06Kr4HIPH9Sw,0,9,,Black,1,2015
485,R_20uGQpdVzsZdofr,1,10,18,White,1,2015
486,R_211eNtgcvp2uGc0,1,10,18,Other,1,2015
487,R_217M4dQr1J5oVn0,0,9,19,Asian,1,2015
488,R_21A1vWWsfVe6CoI,1,10,18,White,1,2015
489,R_21cASNvejasoGLE,1,10,18,Black,1,2016
490,R_21iwSVKJa85dKVH,0,9,18,Black,1,2015
491,R_21sSQZh0a9Lg8nM,1,10,20,White,2,2016
492,R_21tBPU5iqvdzBAv,1,10,18,White,1,2015
493,R_21zhfMKM37Hr9Gm,1,9,19,White,1,2016
494,R_22E1rZAFVoKe5T8,1,9,21,White,3,2016
495,R_22FCYIhtGo4oNI0,0,9,18,Black,1,2016
496,R_22FFtSinGCrzxcA,0,9,18,White,1,2015
497,R_22J7xvSibyVGewU,1,9,18,White,1,2016
498,R_22ldMwEmiRdHFvr,0,10,19,White,2,2015
499,R_22LZK1j3q85dbVX,1,10,18,White,1,2015
500,R_22PkyGPkXLhVcMS,0,10,19,Black,1,2016
501,R_22RdeaCWRKi4AqJ,1,10,19,White,1,2015
502,R_22rX6vk79RM7EYu,1,10,18,White,1,2015
503,R_22S2643m62jdg5Y,0,10,20,White,3,2015
504,R_22s4gcx8jAuJyvW,0,10,18,White,1,2015
505,R_22t8waiy6xtZ8kw,1,10,19,White,1,2016
506,R_22WdxDCm5Vk48oQ,1,10,19,White,1,2016
507,R_22xMoM6ZB87aept,1,9,,White,1,2016
508,R_22Y8qrF9yQv91gV,0,10,18,White,1,2015
509,R_22yT1oSesdNUkmV,1,10,19,White,1,2016
510,R_22zU2Seyo3mhc12,1,10,20,White,2,2016
511,R_234A4ta3sFCdCyD,0,9,19,White,1,2016
512,R_2376GwR9hTc5uDL,1,10,18,,1,2015
513,R_2392pcWn40EwFgC,1,10,19,Black,2,2015
514,R_23eORrshMyCoS4n,1,10,18,White,1,2016
515,R_23eOUQtV4TthFdB,0,9,18,White,1,2015
516,R_23ePoEw5ms58mgV,1,10,19,White,1,2016
517,R_23pL6G7ElRT6x,0,9,18,White,1,2015
518,R_23Wccatu639ktbK,1,9,18,White,1,2016
519,R_23ZtksjddCQBJfj,0,10,18,White,1,2015
520,R_242yUABVkG5i0y3,1,10,19,White,1,2016
521,R_2430ycT0vhESg7r,1,10,19,White,2,2016
522,R_24CNE9KUhgsakBD,0,10,19,White,1,2015
523,R_24d61S9rIUz7fud,0,9,19,,1,2016
524,R_24eBdR09Qw9oMCf,1,,,,,2016
525,R_24f9tPQ5bDw9pQN,1,9,18,Black,1,2015
526,R_24fHxQ6gFAwFcLH,1,10,19,Asian,1,2015
527,R_24G9oMygwPO6Qzq,0,9,19,Asian,1,2015
528,R_24HkLJIIUE49ER2,0,10,19,White,1,2015
529,R_24izGo2rZjoCqxF,1,9,21,White,3,2016
530,R_24jDrLjQSGXrBNs,1,10,19,Black,1,2016
531,R_24OUUK3RwcDI3dC,1,9,19,White,1,2015
532,R_24P1PwJep5HewZW,0,9,20,White,3,2015
533,R_24rakxAb91ZAErr,1,9,19,White,1,2016
534,R_24tLjEpqDKw7xfD,0,9,19,White,1,2015
535,R_24VxpLzluq5ypIV,1,10,18,White,1,2015
536,R_24zNWAUQK7D5k0I,1,10,19,White,1,2016
537,R_25BdX7reRpBvFKj,1,9,22,White,2,2016
538,R_25BgbMxznGYYmZT,1,10,18,White,1,2015
539,R_25EmwgLnIKnE4yn,0,9,18,White,1,2015
540,R_25EnfE0TnEOXtOC,0,10,18,White,1,2015
541,R_25F01S04agBRobf,1,10,18,White,1,2015
542,R_25GaOKfMK7xjl,1,10,24,White,1,2015
543,R_25JDV3Tzco2KqA1,0,10,18,White,1,2016
544,R_25jpAipzBqsOFRD,1,10,18,White,1,2016
545,R_25L9eedpbAKJ1,0,9,19,White,2,2016
546,R_25L9nmWdTQElhTt,0,10,19,White,1,2016
547,R_25LpUjsignRTZTA,0,9,18,White,2,2016
548,R_25QS23HZxYYFGcf,1,9,26,White,3,2015
549,R_25Rfs3lLiTq0X4Y,0,10,19,White,1,2016
550,R_25RUDVVy75WeYl1,1,9,21,Other,4,2015
551,R_25TKSifW2IrFbbS,1,9,20,White,1,2016
552,R_25u9RD95nOTg7FY,0,9,18,Asian,1,2015
553,R_25urFJ8NKglGcQI,0,10,19,White,2,2015
554,R_25uZx0BoUGi9kEa,0,9,19,White,1,2015
555,R_25WWBQzh5yXIwez,0,10,19,White,1,2015
556,R_25WxwnMTOXhwNEQ,0,9,19,White,1,2016
557,R_25yHYShveGADL8t,0,9,20,White,3,2015
558,R_25ykxrDiq2ekKTZ,0,10,19,White,1,2016
559,R_25YZticGgCE9W2w,1,10,18,White,1,2015
560,R_25Zh7iPXFWRRsvr,0,9,21,White,3,2015
561,R_262XOonQhfUH9gi,1,9,19,White,1,2016
562,R_265UAKyJlMlT9vU,0,10,22,White,4,2015
563,R_26eXdgGzwVKHRAS,0,10,18,White,1,2015
564,R_26hClvlJoqdoyWx,0,9,19,Black,1,2015
565,R_26l5x0pOUTiJUlT,0,9,19,White,2,2015
566,R_26lsRdaGibqz5w0,0,9,18,Black,1,2015
567,R_26uFbthJmcNlP2l,0,10,18,White,1,2015
568,R_26vMqtxFmIkLYkR,1,10,19,White,1,2015
569,R_272JPHZVtFflwcR,1,10,19,White,1,2016
570,R_273hZ5KyUnNedrU,1,10,19,White,1,2016
571,R_27DqjDjAFMN0qVs,1,10,19,Black,1,2016
572,R_27erVSX38ciKD73,1,10,18,Black,1,2016
573,R_27ItPHFfg0zywH7,0,9,25,White,4,2015
574,R_27j9kWpqLtxI0mr,1,9,19,White,1,2016
575,R_27jVUpm6U8Kiq1Y,1,10,18,White,1,2016
576,R_27P7ulEbt2TMiSA,1,9,20,White,2,2016
577,R_27qBW7bpq5wxSMF,1,10,19,White,1,2016
578,R_27rIpnyOUe0obwS,1,10,18,White,1,2015
579,R_27vTs5S1lSHDQOc,1,10,18,White,1,2015
580,R_27W3C0B5WmijqNk,1,10,19,White,2,2016
581,R_27wb0GtFPeIQTlk,1,10,20,White,2,2016
582,R_28B2X7Nc5wp0ADH,1,10,18,Asian,1,2016
583,R_28IDSv4h1t6uaBh,1,10,18,White,1,2016
584,R_28J9QcKuAL62wWC,1,10,19,White,2,2016
585,R_2903Qar0vFVzqyE,0,10,18,White,1,2015
586,R_290rUAXOSFZKe3x,0,9,19,White,1,2015
587,R_29btfDkvE4Xjuzw,1,10,19,White,1,2016
588,R_29dkKBg1X6uUq7d,0,9,27,Other,4,2015
589,R_29n13RZuCBfmjuQ,1,10,18,White,1,2015
590,R_29xkb9EJk3rH0UJ,1,10,26,White,1,2015
591,R_2A06fyYeaRlbraj,1,10,18,White,1,2016
592,R_2a9s9V4JUPqztYz,1,10,19,Black,1,2016
593,R_2aAV4Zm8hthV1KR,1,10,19,White,2,2015
594,R_2aegL4z9FaWPMnv,1,9,19,White,1,2016
595,R_2aglPU9GdLNjnwx,0,9,18,White,1,2015
596,R_2aIDm4V5VbvxHgw,1,10,19,White,1,2016
597,R_2aJpoDE4ve3ohnm,0,9,18,Asian,1,2016
598,R_2akmmsy3RSrzY8G,0,10,18,White,1,2015
599,R_2amkvUzro0ySPfz,1,9,18,White,1,2015
600,R_2ANBluLVlb0mEUk,0,9,18,White,1,2015
601,R_2ANdZfCE3f7P1G8,1,,,,,2016
602,R_2aqwU4u5qLrJl9z,0,10,18,White,1,2015
603,R_2aqXjFy5ihSXgqW,0,10,18,Black,1,2015
604,R_2AR4I5cKshhOGiF,0,10,18,White,1,2015
605,R_2arkD7sXtp42HFY,1,9,18,White,1,2016
606,R_2AWLx0Y9dA0fpfG,0,10,19,White,1,2015
607,R_2AXcHm2i8gC6LFi,0,9,18,White,1,2015
608,R_2AXM0yxzFyBtFlV,0,10,18,White,1,2015
609,R_2azSOpbAte8sd7L,1,10,19,White,1,2015
610,R_2azy7QzYW5SbSZf,1,10,19,White,1,2016
611,R_2b1aKJZw8aVpMBC,1,10,19,White,1,2016
612,R_2b1AL0mGURscPE9,0,9,27,White,1,2015
613,R_2b2Mvbr47KA03VH,0,10,18,White,1,2015
614,R_2B5Lc5UuRsNT1Jf,1,10,19,White,1,2016
615,R_2B5SDmmm7mpBHA3,1,9,19,White,1,2016
616,R_2B9Tm81FuSfBaN7,1,10,18,White,1,2015
617,R_2BA7ytT5BeoIyBo,1,10,19,White,1,2016
618,R_2BaIHVxOyl3lhCs,0,10,18,White,1,2015
619,R_2BfUqloNggR5qBE,0,9,19,White,1,2015
620,R_2BhY2oDLfAqVvQz,1,10,19,White,2,2016
621,R_2bJCw36wrzt5oSW,1,10,20,White,2,2016
622,R_2bJD9tiVlc0XPxj,0,9,18,White,1,2015
623,R_2bJK75h1TfvR5FS,0,9,18,White,1,2015
624,R_2blyhEQJGESnZUp,0,10,19,White,2,2015
625,R_2bNzc58NLOYSoyz,0,10,21,Other,3,2016
626,R_2bQqcKRJuvQCJuM,1,9,19,White,1,2016
627,R_2BtUx5JDgy06svo,1,9,18,White,1,2016
628,R_2bUkFdy9dDY0hMd,0,9,18,Black,1,2016
629,R_2BxJxjj58K3zGhR,1,10,18,White,1,2015
630,R_2BzdFFaWVTjrc74,1,9,19,White,1,2016
631,R_2bZfy6Mf3F8aT9H,1,9,19,White,1,2016
632,R_2c0Yp9ognOXWOKw,1,9,26,Asian,3,2016
633,R_2c13cY1OF2A9xEz,1,10,34,White,1,2016
634,R_2c3ILfKtBug00df,0,9,19,White,2,2015
635,R_2c5R41aSC0v3h4u,0,9,18,White,1,2015
636,R_2c64SfouPsihNuZ,1,9,18,White,1,2015
637,R_2c8zn4GUKqCl4Kp,1,10,18,White,1,2015
638,R_2CBRvyd1dWqGQ5T,0,9,21,Black,3,2015
639,R_2cCOSL98Yr4iTOs,1,9,23,White,2,2016
640,R_2Cd1M5rKYqkJJKS,1,,,,,2016
641,R_2cdwF8rcRravVUO,0,9,18,White,1,2015
642,R_2CH4KjbtzrX6P12,1,10,19,White,2,2016
643,R_2chIpMGuYiOuP0n,1,10,18,White,1,2015
644,R_2CHVHiVlfELk77v,1,10,19,White,1,2016
645,R_2CJKuU3oraJq2pZ,1,9,19,White,1,2016
646,R_2Ck4HdMiB07IVwp,1,10,24,White,1,2015
647,R_2CmoNTdo0bJ0NQw,0,10,19,White,2,2015
648,R_2cosO2txrfbmNGJ,1,10,52,Other,2,2016
649,R_2CpoNeZo0DmCaDa,1,9,19,White,1,2015
650,R_2CpRCqDLq7l7j5W,0,9,21,White,4,2015
651,R_2CrC062fFwz30nf,1,10,19,White,2,2016
652,R_2cu1kA1CMGA7j,0,9,18,White,1,2015
653,R_2cu1NdG0TaRGfJF,1,9,19,White,1,2015
654,R_2Cv2pZVO3nSZS3D,1,10,18,Other,1,2016
655,R_2CvxpFyrSmPSr1U,1,10,19,White,1,2016
656,R_2CWkhBJOCpqS2G1,1,,,,,2015
657,R_2Cy4MssJ5Z31rWo,1,10,19,White,1,2016
658,R_2Cy84pnElUBrMMH,1,9,19,White,1,2016
659,R_2CZF9J021UwHgvp,0,10,18,White,1,2015
660,R_2D1zywnCgi3KFZz,1,10,18,White,1,2015
661,R_2D6znes8VdlcKQJ,0,10,18,White,1,2015
662,R_2D7eNWyJI38qRpK,1,10,19,Black,1,2016
663,R_2D7SqjfaaQrgdo2,1,10,18,Black,1,2015
664,R_2dAZUOlWPk9fJVv,1,9,19,White,2,2016
665,R_2dFmWoWEpg7uQfl,0,10,19,Other,1,2015
666,R_2dFolAtuLeZpRIC,1,10,19,White,1,2015
667,R_2dSAzdI6zPrPZhM,1,10,18,White,1,2015
668,R_2dteg6lqenkxl4D,1,9,23,White,3,2016
669,R_2dWJHlfDTc3KwUq,0,9,18,White,1,2015
670,R_2dWjKzDss2NfHh0,1,9,23,White,3,2016
671,R_2DYuDz9SSLYxSkP,0,9,18,Other,1,2016
672,R_2dZ2868zg74wztv,0,10,20,White,2,2015
673,R_2DZCBY0gUvf95nf,1,10,19,White,1,2016
674,R_2E3FauqlHzHXbAz,1,10,19,White,1,2016
675,R_2E3QDoX2h6gLADZ,1,9,19,White,1,2015
676,R_2e3Z64vTGZHLhYx,1,9,21,White,3,2016
677,R_2e9fvQpVAFIIPR6,1,10,18,White,1,2015
678,R_2Eb3LJ5shMdIZ8X,1,9,18,Other,1,2016
679,R_2EF3vJAQz608joJ,1,9,19,White,1,2016
680,R_2EfPrJrU3Y6ukyI,1,,,,,2015
681,R_2EgTijiXyPk55tL,0,9,19,White,1,2016
682,R_2EgxnejNFq3xIRd,1,9,19,White,1,2016
683,R_2Ei5X1vgbc1sgkm,1,10,18,White,1,2016
684,R_2EibnOGFcGBDzBa,0,10,19,White,2,2015
685,R_2Esl4m6DRZeE6CO,1,10,18,Black,1,2015
686,R_2eW4yVL4AO06HvX,1,9,19,White,1,2016
687,R_2eWR4v6FjpIRJ2l,1,10,19,White,1,2016
688,R_2f15GH1sEyqGiJ7,1,10,18,White,1,2015
689,R_2f2tIBTVYjEHj7O,0,10,18,White,1,2015
690,R_2fBOGziEqgtTDsy,1,10,19,White,1,2016
691,R_2fdDGL9eyWPqiJd,0,9,18,White,1,2015
692,R_2ffhLZZ6vMDa27B,1,9,19,White,1,2016
693,R_2fGUuJZ7W839vVK,0,9,19,White,1,2015
694,R_2fIphk0Q1skpOMH,0,10,19,White,2,2015
695,R_2fJmCaGhcrYnVLr,0,9,19,White,1,2015
696,R_2fjOOpYrMtwZsxz,1,9,19,White,1,2015
697,R_2fpP7OwFZDaXOQ5,0,9,20,White,2,2015
698,R_2fqVxlgLdkxxEUp,1,10,19,White,1,2015
699,R_2frqAxGW6BTUofc,0,10,18,White,1,2016
700,R_2fUpQQYLOZ11gr3,0,9,19,White,1,2015
701,R_2fW4iVLQhDfmWUt,1,10,25,White,4,2015
702,R_2g9rXpyuuKXmolb,0,10,19,White,2,2015
703,R_2gX0wWfClvUXpEB,1,10,19,White,1,2015
704,R_2gXUiVLjQXoaVcF,0,9,19,White,2,2015
705,R_2gZQoXv35kPUnhb,1,10,19,White,1,2015
706,R_2h65QBFTyZ8UqvX,0,10,23,White,2,2015
707,R_2hiopAgwQsE7OrH,1,10,19,Other,1,2015
708,R_2hQ6fFU46ALDMQN,0,9,20,White,2,2015
709,R_2ipcroDvbrJD4rP,0,9,20,White,3,2015
710,R_2iqT6lFmhcvDAxX,1,10,18,White,1,2015
711,R_2iqVxIwsOxFk5bD,1,10,18,White,1,2015
712,R_2iy16YdHbLmOBH7,1,9,24,White,3,2015
713,R_2izLaoAa3ZcQUpn,0,9,19,White,1,2015
714,R_2lTbPB4NcI5MvwV,1,9,18,White,1,2015
715,R_2m1JT7y72C15lAh,1,10,22,White,4,2015
716,R_2m1USDFUGiFDB8R,1,9,19,White,1,2016
717,R_2meDjUxarDYcYxn,1,10,18,White,1,2015
718,R_2mhlT6e7OfLXrzD,1,10,19,White,2,2015
719,R_2n9XMZxuGFSHzGl,1,10,19,White,1,2015
720,R_2nvF8i9iBHmr0IR,0,10,19,Asian,1,2015
721,R_2oarJrICBExi1XT,0,9,23,White,5,2015
722,R_2odM0r8WuZyoy21,0,10,18,White,1,2015
723,R_2oi3hHXlWygm805,1,10,19,White,1,2015
724,R_2ONJIOtgoVGpWtR,1,,,,,2015
725,R_2ONL5ReZYWXkPk8,0,10,19,Other,1,2015
726,R_2OOUSdSgQqFARi8,1,10,18,Black,1,2016
727,R_2OSDOBJUGvmyCk0,0,9,19,White,1,2015
728,R_2OVLbihoEm0Hh7r,1,10,19,White,1,2016
729,R_2P0CJ4T82uYNECM,0,9,18,Other,1,2015
730,R_2P1qjHsJe8qXEqv,0,10,18,White,1,2015
731,R_2P59bTxwS94Kyo1,1,10,18,White,1,2015
732,R_2PA9JDahJ9pQo7c,1,10,21,White,3,2016
733,R_2PAyNSoQER7Z45W,1,10,19,White,1,2015
734,R_2PbwKeh18FHm5pU,0,9,19,Black,1,2015
735,R_2PCmWuJM9bGF4GS,0,10,22,Asian,4,2015
736,R_2PhtwwjYl0ovSb5,1,9,18,White,1,2015
737,R_2pLuDZNKS4a3Vbw,1,10,19,White,1,2016
738,R_2pPKxHswZNts2Vz,1,9,20,White,3,2016
739,R_2pPsIrGYrUGzFLP,0,10,19,White,2,2015
740,R_2pQvsFi0jdoKk8t,1,9,22,White,3,2016
741,R_2PtalSWKcmvXfFw,1,10,19,White,1,2015
742,R_2pW6zb0tEkDBpph,1,10,18,White,1,2015
743,R_2pXGxH06apinXTn,0,10,18,White,1,2015
744,R_2PzebJOOZN5TKT1,1,10,18,White,1,2015
745,R_2q1WM3wdNtFEKIb,1,,,,,2015
746,R_2q2RVxGYu6WqQw2,1,10,19,White,1,2016
747,R_2q3FG6ursRg349b,0,10,18,White,1,2016
748,R_2q4olFkiIZM8HxG,1,9,20,Other,2,2016
749,R_2qBGcg3OX2EftM1,0,9,25,White,1,2015
750,R_2qEsE3OlcHcvI7d,1,10,18,White,1,2015
751,R_2QfdfcFE5KRsETU,1,,,,,2016
752,R_2QffRcqf1VM0mEU,1,9,20,White,2,2016
753,R_2Qfw8r2ENRf7S42,1,9,25,Other,3,2016
754,R_2QgsNkVTFPm8eud,0,9,19,White,1,2015
755,R_2Qh3uQdSBCggNpX,0,9,18,White,1,2015
756,R_2QilGP95ZQ7U1PP,1,10,20,White,3,2015
757,R_2QimTXMtZDtNfLd,0,10,18,White,1,2015
758,R_2ql8P5CS5CYlusR,0,9,19,White,2,2015
759,R_2qlPPxwoHIsmaYC,1,9,20,Black,2,2016
760,R_2QM8y9IcT1EuBtu,1,10,19,White,1,2016
761,R_2Qm9xfNs8srE3CD,1,10,18,White,1,2015
762,R_2qmexXkq2J6SPAG,1,10,19,White,1,2015
763,R_2QnggO4FgD060z2,1,9,19,White,1,2015
764,R_2QnvMU1sRWduKj4,0,9,20,White,2,2015
765,R_2QSPqLNJlvSL2Aq,1,10,21,White,3,2015
766,R_2Qtk60C7fdLYihZ,1,10,18,White,1,2016
767,R_2QVP3OkflQWJUZg,0,9,18,,1,2016
768,R_2QVyvlM1HiE36iF,0,10,19,White,1,2015
769,R_2QX9XKMLGE5Xr8V,0,10,18,White,1,2015
770,R_2QXkm8pWVu6kTrk,1,9,20,White,2,2015
771,R_2qyeeeUrQ2FXzOv,1,9,19,White,1,2016
772,R_2r85myFl9fYK9IV,0,10,28,White,4,2015
773,R_2rC9dARNKb7UtZo,0,9,23,White,4,2015
774,R_2rJEu0wqdnillcX,1,10,19,White,2,2015
775,R_2ROFgSOB6X9cifl,1,9,19,White,1,2016
776,R_2rOYZRpdj9vb6dj,0,9,18,,1,2015
777,R_2rpfIoEjrKbL1tm,1,10,20,White,2,2016
778,R_2RPKt18yVAOEwQY,1,10,18,White,1,2015
779,R_2rSN7NQPJWtgTKb,0,9,21,White,2,2015
780,R_2RU1sQC521D7wXv,1,10,18,White,1,2016
781,R_2rWAk64hxvRj42x,0,10,19,White,2,2015
782,R_2rYCcaNVRFwgmPX,0,10,28,White,4,2015
783,R_2S0u4wXbHsNs0Ud,1,10,22,White,1,2016
784,R_2s1GtRd5MTZOYhL,0,10,18,White,1,2015
785,R_2s1NBB7KeFozGi7,1,10,21,White,3,2016
786,R_2S20zkmqaVIrGag,0,10,18,White,1,2015
787,R_2s4lvCPPhT9CT49,0,10,19,White,1,2015
788,R_2S7FLssRCeKKBy9,0,9,26,Other,3,2015
789,R_2s7lxzDkMWzPcHQ,1,9,18,White,1,2015
790,R_2sbCNquSbC5MZ5j,1,9,18,Black,1,2015
791,R_2ScLA3e8452yiUE,0,9,20,White,3,2015
792,R_2SDKXiYiopcCDcp,1,9,,White,1,2016
793,R_2SdmhbkKd9gHwuC,0,10,20,White,3,2015
794,R_2sdRWF8oRNfRZF9,1,10,18,White,1,2016
795,R_2sFULt7OCVqXgEJ,0,10,19,White,2,2015
796,R_2sHEUpjdPhnKmfD,1,9,40,White,4,2015
797,R_2SHXAvZZ0HQPPqR,1,10,19,Asian,1,2015
798,R_2sP0iBSwK6Q4GnH,1,9,18,White,1,2015
799,R_2SqzJu1dTcfNEJ4,0,10,19,White,1,2016
800,R_2sSzuow7jUXF9UJ,1,9,18,White,1,2015
801,R_2SuIoyW6PtlGBPb,0,9,19,White,1,2015
802,R_2sXqWtj3IohnOEA,0,10,19,White,2,2016
803,R_2t9D8hg4kdkHnNs,1,9,22,Asian,4,2016
804,R_2ta6pfKVL7GyArE,0,9,19,Other,1,2015
805,R_2TAgT85xIn6GlIz,1,10,19,White,1,2016
806,R_2tbfjqvXKwUt6,0,10,18,White,1,2016
807,R_2TFecQOSqwVHWo0,0,,,,,2015
808,R_2tGnSQyqQmveNhV,0,10,19,White,2,2015
809,R_2thQT2YWtITSyBQ,1,10,19,White,1,2016
810,R_2tLPO1F0YERHlBh,1,9,20,White,3,2016
811,R_2tmvfGFVoJNUtnK,1,10,19,White,1,2016
812,R_2TN5BxxmdQgAcV8,1,10,18,White,1,2016
813,R_2to1nB9I9GHWzaZ,1,9,18,White,1,2016
814,R_2tr4PREoC81ZtWD,0,,,,,2015
815,R_2TRcM0dmWPRaa67,1,9,24,White,1,2016
816,R_2trl1SvyN4ynh7R,1,10,19,White,1,2016
817,R_2trtViuiLxv5qnL,0,10,18,Black,1,2015
818,R_2TRUz0j3Vvy3ARq,1,9,19,White,1,2015
819,R_2tyhJhyFwsf1dAR,0,10,21,White,4,2015
820,R_2TYJTQrFQ97YDmc,0,10,19,Multiple,1,2016
821,R_2TYObyZLCyjQ2Lh,1,10,18,White,1,2016
822,R_2Tz1l31KcjEuEH4,1,10,18,White,1,2015
823,R_2TzAVx0m2PWzeN1,0,10,19,White,1,2016
824,R_2tzpHVVzqVHcfBL,1,10,18,White,1,2015
825,R_2TZvPASaWhZMb2V,0,10,20,White,2,2015
826,R_2U4nvQxdv8N52XI,1,10,20,Multiple,3,2016
827,R_2u8I6D2RTjLaSgd,0,10,18,White,1,2015
828,R_2uaw3LeMhRGL59X,1,10,20,Asian,2,2015
829,R_2uE3CK40zRuvfe2,0,10,18,White,1,2015
830,R_2UeVP7jXuJRz5IA,1,9,,White,1,2015
831,R_2UfkS5EWM1TvIl4,1,9,18,White,1,2016
832,R_2Ugd3E5zx3etgPH,0,10,22,Asian,4,2015
833,R_2UgVKq5bZENgqha,1,10,18,White,1,2016
834,R_2uHsYqrYvxg7Mop,0,9,22,Asian,2,2015
835,R_2uIi4Yx4c1qZm64,0,10,21,Black,4,2015
836,R_2uJp9e8AjbpS1Oo,0,9,19,White,1,2015
837,R_2uJrCZ6crIo020V,0,10,18,White,1,2016
838,R_2upHQeytkOKSDqo,0,9,,,1,2015
839,R_2uPqof7RsRBcjj4,1,10,18,White,1,2015
840,R_2uqsBjFEtLarVtk,0,9,19,White,1,2015
841,R_2UVglK8mmVWxPjD,1,10,24,White,5,2016
842,R_2uVSV67RU86iquh,1,10,18,White,1,2015
843,R_2uwZ4dBBChlH9Ve,1,10,19,White,1,2016
844,R_2V1EDTya1ya0QVu,1,9,19,White,1,2016
845,R_2VBzEspcXmk3gEC,1,10,18,Asian,1,2015
846,R_2VdvW4cQasCif3S,1,9,18,White,1,2015
847,R_2VeF4XJKeyfc1kz,1,9,19,Black,1,2016
848,R_2vi8dWH94gpDA84,1,9,25,Other,4,2016
849,R_2VKHVy0DHFgHxMS,0,9,21,Other,1,2016
850,R_2VmVAf7BTWoLniA,0,10,18,White,1,2015
851,R_2Vq1dB51UYcEo5B,1,9,19,Black,1,2016
852,R_2VQ5IC7udErjS1Q,0,10,34,White,1,2015
853,R_2VqDQRqOdtM8rQB,1,10,21,White,4,2016
854,R_2VrRkzYMl5LV9B6,1,9,19,White,1,2016
855,R_2VvYJKSrxLlxJ9s,0,10,18,Black,1,2015
856,R_2VwEVoOcCJ3GIsM,1,10,18,Multiple,1,2015
857,R_2VxaO3VoThkEzDo,0,9,27,White,3,2016
858,R_2VxUmCX2aJbQEjS,0,10,19,White,2,2015
859,R_2vYaulFOFFWiORT,0,10,19,White,1,2015
860,R_2VyHY9jhHrTisbH,0,9,19,White,2,2015
861,R_2WAtyM8ffdfa0oK,0,10,18,White,1,2015
862,R_2wbh65PgmDDcimZ,1,10,18,White,1,2016
863,R_2wbndAiLWez5Jc0,1,10,18,White,1,2016
