age,gender,ethnic,major,minor,gpa,class,pilsf1_1,oq20_1,oq21_1,oq22_1,oq23_1,oq24_1,oq25_1,oq26_1,oq27_1,oq28_1,oq29_1,oq30_1,oq31_1,oq32_1,oq33_1,oq34_1,oq35_1,oq36_1,oq37_1,oq38_1,oq39_1,oq40_1,oq41_1,oq42_1,oq43_1,oq44_1,oq45_1,song1_1,song2_1,song3_1,song4_1,song5_1,song6_1,song7_1,song8_1,song9_1,song10_1,song11_1,song12_1,song13_1,song14_1,song15_1,song16_1,song17_1,song18_1,song19_1,song20_1,pil1_1,pil2_1,pil3_1,pil4_1,pil5_1,pil6_1,pil7_1,pil8_1,pil9_1,pil10_1,pil11_1,pil12_1,pil13_1,pil14_1,pil15_1,pil16_1,pil17_1,pil18_1,pil19_1,pil20_1,pilsftot,pil20tot,swlstot,songtot,songsuba,songsubb,mlq1_1,mlq2_1,mlq3_1,mlq4_1,mlq5_1,mlq6_1,mlq7_1,mlq8_1,mlq9_1,mlq10_1,mlqpres,mlqsearc,oq45tot,oq45sd,oq45ir,oq45sr,bsas1_1,bsas2_1,bsas3_1,bsas4_1,bsas5_1,bsas6_1,bsas7_1,bsas8_1,bsas9_1,bsas10_1,bsas11_1,bsas12_1,bsas13_1,bsas14_1,bsas15_1,bsas16_1,bsas17_1,bsas18_1,bsas19_1,bsas20_1,bsas21_1,bsas22_1,bsas23_1,bsasperm,bsasbc,bsascomm,bsasinst,caps1_1,caps2_1,caps3_1,caps4_1,caps5_1,caps6_1,caps7_1,caps8_1,captot,capspp,capssp,lpq1_1,lpq2_1,lpq3_1,lpq4_1,lpq5_1,lpq6_1,lpq7_1,lpq8_1,lpq9_1,lpq10_1,lpq11_1,lpq12_1,lpq13_1,lpq14_1,lpq15_1,lpq16_1,lpq17_1,lpq18_1,lpq19_1,lpq20_1,lpqtot,bps1_1,bps2_1,bps3_1,bps4_1,bps5_1,bps6_1,bps7_1,bps8_1,bps9_1,bps10_1,bps11_1,bps12_1,bps13_1,bps14_1,bps15_1,bps16_1,bps17_1,bps18_1,bps19_1,bps20_1,bps21_1,bps22_1,bps23_1,bps24_1,bps25_1,bps26_1,bps27_1,bps28_1,bpstot,hsq1_1,hsq2_1,hsq3_1,hsq4_1,hsq5_1,hsq6_1,hsq7_1,hsq8_1,hsq9_1,hsq10_1,hsq11_1,hsq12_1,hsq13_1,hsq14_1,hsq15_1,hsq16_1,hsq17_1,hsq18_1,hsq19_1,hsq20_1,hsq21_1,hsq22_1,hsq23_1,hsq24_1,hsq25_1,hsq26_1,hsq27_1,hsq28_1,hsq29_1,hsq30_1,hsq31_1,hsq32_1,hsqaff,hsqenh,hsqagg,hsqdef,las1_1,las2_1,las3_1,las4_1,las5_1,las6_1,las7_1,las8_1,las9_1,las10_1,las11_1,las12_1,las13_1,las14_1,las15_1,las16_1,las17_1,las18_1,las19_1,las20_1,las21_1,las22_1,las23_1,las24_1,lasero,laslud,lassto,laspra,lasman,lasaga,drs1_1,drs2_1,drs3_1,drs4_1,drs5_1,drs6_1,drs7_1,drs8_1,drs9_1,drs10_1,drs11_1,drs12_1,drs13_1,drs14_1,drs15_1,drstot,drscm,drsco,drsch,hps1_1,hps2_1,hps3_1,hps4_1,hps5_1,hps6_1,hps7_1,hps8_1,hps9_1,hps10_1,hps11_1,hps12_1,hpsag,hpspa,pil20cat,filter_$,pilsfcat,pilsfms,oq1_1,oq2_1,oq3_1,oq4_1,oq5_1,oq6_1,oq7_1,oq8_1,oq9_1,oq10_1,oq11_1,oq12_1,oq13_1,oq14_1,oq15_1,oq16_1,oq17_1,oq18_1,oq19_1,pilsf2_1,pilsf3_1,pilsf4_1,PILSFBED,hpstot,userid
18,2,1,pharmacy, ,3.23,1,7,1,0,2,1,1,0,0,1,1,0,1,1,0,1,1,0,2,1,2,1,0,1,1,1,0,2,5,5,3,1,2,5,6,3,4,6,2,4,3,5,5,3,2,6,2,7,5,5,7,7,6,6,5,5,6,6,5,3,6,7,6,2,5,5,5,6,25,108,30,79,36,43,5,6,7,5,6,4,5,5,7,3,27,26,47,27,10,10,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,2,3,1,2,4,4,5,5,5,1,1.6,4,1,1,1,1,1,1,1,1,8,4,4,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,19,3,5,3,3,2,3,2,2,3,2,3,3,3,2,5,2,5,5,2,5,2,5,3,3,2,2,3,1,84,7,6,5,6,5,7,4,3,6,7,3,5,7,6,4,5,6,7,6,3,7,5,2,6,7,7,3,6,5,7,5,5,50,52,32,39,2,2,2,1,5,4,2,4,1,1,1,1,1,1,3,4,4,4,2,2,1,2,1,1,1.75,3.75,1,2.25,3,1.25,2,3,2,3,1,3,1,1,2,3,2,2,3,1,3,32,11,12,9,3,4,1,3,2,3,2,4,4,4,2,3,15,13,2,1,3,2,1,2,1,3,3,2,1,0,2,1,0,1,1,2,1,1,0,2,1,7,5,6,25,28,meaning1
19,2,1,spanish, ,3.81,1,6,1,1,1,1,2,0,0,2,0,0,0,1,0,1,1,0,1,3,0,0,0,0,0,1,0,1,5,6,4,4,3,5,6,4,2,3,4,4,4,2,2,5,4,4,2,3,5,6,6,6,6,6,5,6,6,6,5,5,6,3,5,5,5,5,5,5,22,107,26,76,43,33,6,6,6,6,6,5,6,6,7,6,30,30,38,18,13,7,5,5,5,5,5,5,5,5,5,5,1,4,1,5,2,2,2,2,4,4,4,4,4,5,2,2.6,4,1,3,1,3,1,1,1,1,12,8,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,2,5,2,2,3,2,2,3,3,3,3,6,2,2,3,2,6,5,5,3,3,5,3,5,2,1,1,1,85,7,6,5,1,3,5,2,1,7,5,1,1,7,6,3,2,7,3,5,1,6,3,7,1,7,5,1,2,6,5,3,5,50,38,27,14,1,2,2,2,2,4,2,5,2,4,2,4,3,2,3,4,4,2,5,2,4,4,4,2,1.75,3.25,3,3,3.25,3.5,1,2,1,3,1,2,1,2,2,2,2,1,0,2,2,24,8,10,6,3,3,3,3,2,3,2,3,3,3,2,3,12,12,2,0,2,1,1,3,1,2,1,1,2,0,0,0,0,2,1,2,0,1,2,1,1,6,5,5,23,24,meaning1
20,1,1,Business, ,2.8,1,5,2,2,3,1,2,1,0,0,2,0,0,3,0,0,3,0,2,4,1,2,0,2,0,0,0,0,4,3,4,5,3,7,6,3,3,5,3,2,4,3,5,3,5,4,3,4,5,4,5,5,4,6,7,4,5,5,6,4,6,4,4,4,4,6,4,4,20,96,17,79,41,38,5,3,4,1,3,4,4,4,7,5,20,20,48,25,10,13,5,5,5,5,5,5,5,5,5,3,2,2,2,1,1,1,1,1,3,4,3,2,4,4.8,2,1,3.2,3,1,1,1,1,1,1,1,10,6,4,0,1,1,1,1,0,1,0,0,1,1,1,1,1,0,1,1,1,1,1,15,5,3,3,2,2,4,5,5,3,2,3,3,6,3,6,3,3,4,3,5,6,3,3,4,2,3,4,4,102,5,5,2,2,5,5,2,4,5,3,3,3,6,4,1,2,5,4,1,1,6,2,3,1,7,5,5,5,6,3,4,5,45,31,21,23,2,1,2,1,4,5,4,5,4,4,4,2,3,3,3,3,4,3,2,4,1,2,2,1,1.5,4.5,3.5,3,3.25,1.5,2,2,2,2,2,2,2,3,3,3,1,2,1,2,2,31,11,12,8,3,2,2,3,2,2,3,3,3,3,3,2,10,11,2,0,1,1,0,2,1,3,2,1,1,0,0,0,0,2,2,1,0,0,0,2,1,7,3,5,18,21,meaning1
20,2,1,anthropology, , ,1,2,2,1,2,2,2,1,0,1,0,1,1,2,0,1,0,0,1,4,2,0,2,1,2,2,0,1,5,4,6,5,4,5,6,6,5,4,2,4,4,3,6,6,1,1,7,5,4,4,3,3,5,4,7,1,4,2,4,4,3,7,1,1,4,6,2,2,6,71,10,89,51,38,2,6,4,2,5,2,5,4,2,4,13,23,63.3380038937242,37, ,8,5,5,4,5,5,5,5,4,5,4,1,1,1,2,2,2,3,3,3,4,3,2,4,4.7,1,2.4,3.2,1,1,1,1,1,1,1,3,10,4,6,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,5,3,4,1,3,4,4,6,5,5,4,5,6,4,7,4,6,5,6,6,3,7,4,3,6,3,3,2,1,120,6,2,5,2,6,5,5,3,3,2,6,4,7,5,5,4,7,2,3,2,7,2,6,1,7,4,6,4,6,2,6,3,49,24,42,23,1,2,1,3,4,5,5,5,3,3,4,2,5,2,5,3,3,4,1,3,2,4,3,3,1.75,4.75,3,3.75,2.75,3,0,2,2,3,2,2,0,2,1,2,1,1,0,2,1,21,6,8,7,2,1,3,3,2,2,2,2,3,1,2,1,6,9,1,0,1,1,1,3,2,2,2,2,1.28885135135135,1,3,1,0,3,2,0,2,2,1.04915254237288,2,2,2,1,1,9,15,meaning1
19,1,1,Business, ,3,1,6,2,0,2,1,0,1,0,3,3,3,3,1,0,3,1,0,0,2,2,3,3,3,1,3,0,0,6,6,5,6,4,6,7,6,4,6,6,4,5,6,6,6,5,6,6,7,6,4,5,6,3,6,7,6,5,6,5,5,5,5,6,7,6,6,2,5,22,106,31,113,63,50,7,7,7,6,6,6,7,7,7,7,32,35,72,35,22,15,5,5,5,5,5,5,5,5,5,5,1,1,1,5,5,1,1,2.32659932659933,2.87162162162162,3.51689189189189,2,2,5,5,1,2.86531986531987,3.0777027027027,1,1,1,1,1,1,1,1,8,4,4,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,16,3,3,5,5,4,6,2,2,7,4,2,3,3,2,3,6,6,2,7,5,5,2,1,4,4,5,6,2,109,7,6,2,2,6,6,3,4,6,6,6,4,6,6,2,4,6,6,6,2,7,6,4,2,7,6,3,5,7,6,2,6,52,48,28,29,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,3,3,3,3,3,1,1,1,1,3,3,3,1.5,3,1,2,1,1,1,3,2,1,2,3,2,2,2,2,3,2,29,8,10,11,4,3,2,3,1,3,1,3,4,4,1,3,14,13,2,0,2,1,1,1,2,4,3,4,3,0,1,1,0,2,1,1,0,2,0,3,3,6,5,5,22,27,meaning1
19,2,1,hospitality management, ,3,2,6,3,1,2,2,1,1,0,0,0,0,0,0,0,1,0,0,1,2,1,1,0,0,0,1,0,1,5,5,4,5,2,6,7,5,6,4,4,4,4,4,3,7,5,4,2,7,4,3,5,6,1,7,5,5,6,4,6,4,7,5,4,7,6,6,4,5,25,100,24,93,50,43,7,5,6,5,7,5,7,6,7,5,31,29,45,22,10,13,5,4,5,5,5,5,5,5,5,5,3,3,5,1,1,1,1,2,5,4,5,4,5,4.9,3.66666666666667,1.2,4.6,1,1,3,1,1,1,1,1,10,6,4,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,16,1,6,1,5,1,2,2,4,6,3,7,6,4,2,3,2,3,7,1,5,3,4,3,4,6,4,3,2,100,5,5,4,2,4,4,1,1,6,3,5,4,6,7,1,1,4,4,4,1,7,7,6,4,1,3,1,1,3,4,4,3,36,37,26,17,1,1,2,1,5,5,2,5,3,1,2,3,4,4,4,5,3,5,3,5,2,2,2,2,1.25,4.25,2.25,4.25,4,2,2,3,2,3,3,3,3,3,2,3,2,2,3,1,3,38,13,14,11,3,3,2,3,3,3,2,3,4,3,4,3,13,12,2,1,3,2,1,1,1,4,4,3,1,0,1,2,0,2,1,4,0,0,0,1,1,7,6,6,21,25,meaning1
19,1,1,Biochemistry,Biology,3.35,1,6,0,0,2,0,0,1,0,2,4,2,0,0,0,1,2,0,2,0,1,1,0,0,2,0,0,0,6,4,3,4,4,7,7,3,2,4,3,4,2,4,5,5,4,7,3,5,7,7,7,7,7,6,7,7,7,7,7,4,7,4,7,7,7,1,7,7,26,127,28,86,40,46,7,4,3,5,7,7,4,7,7,4,33,22,36,17,9,10,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,1,1,5,5,5,1,5,4.6,5,3.4,4.2,1,1,1,1,1,1,1,1,8,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,1,4,1,1,1,1,3,1,1,1,1,1,1,1,1,3,1,4,1,2,5,1,2,1,4,1,1,1,47,7,7,4,4,7,7,3,5,7,7,1,3,7,7,1,3,7,7,6,3,7,7,5,3,7,7,1,5,7,7,4,5,56,56,25,31,1,1,1,1,5,5,5,5,1,1,1,1,1,1,1,1,2,2,2,4,1,1,1,1,1,5,1,1,2.5,1,2,3,2,3,3,3,3,3,2,3,2,3,3,1,2,38,14,13,11,4,4,2,4,2,4,3,3,4,4,3,3,15,15,3,1,3,2,0,0,0,2,2,1,0,0,0,0,0,0,0,2,0,4,0,1,4,7,6,7,28,30,meaning1
18,1,2,Education, ,2.83,1,5,0,1,2,2,.714527027027027,0,0,2,0,1,0,0,0,2,2,1,2,0,3,2,2,2,2,2,2,2,4,4,4,4,4,5,6,5,4,4,3,3,2,4,4,4,4,4,4,4,4,4,6,6,4,7,7,5,5,7,5,4,5,6,7,7,5,7,4,5,21,110,22,80,45,35,6,5,4,6,6,7,4,5,7,6,32,24,55.714527027027,35.714527027027,6,14,3,3,5,4,5,5,5,4,4,3,1,3,3,3,3,3,3,1,3,3,5,2,3,4.1,2.33333333333333,2.6,3.2,1,1,1,1,1,1,5,1,12,4,8,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,19,3,7,4,4,2,4,4,3,4,4,4,4,3,4,6,4,4,4,3,4,4,4,4,3,5,4,4,2,109,4,4,4,4,4,4,1,1,3,6,4,4,4,4,4,7,6,4,4,1,6,7,5,1,7,4,4,4,4,4,4,4,38,37,30,26,1,2,2,2,3,4,3,5,3,2,3,3,3,1,2,2,4,3,5,3,1,2,1,1,1.75,3.75,2.75,2,3.75,1.25,2,2,1,2,2,3,2,3,2,3,2,2,2,1,2,31,11,12,8,3,3,2,3,1,3,2,4,3,3,3,3,12,13,2,0,1,1,0,2,2,2,2,2,2,2,2,0,0,2,0,2,1,2,0,0,0,5,5,6,22,25,meaning1
20,2,1,Psychology & Criminal Justice, ,3.82,4,5,2,2,1,1,1,1,1,1,2,0,2,1,0,1,1,0,1,2,2,1,1,1,1,2,0,2,3,5,4,3,3,6,6,4,4,5,4,2,4,2,4,3,3,3,3,5,5,5,6,5,5,6,6,6,5,6,5,4,6,6,4,6,6,6,5,5,20,108,19,76,41,35,4,5,5,5,5,3,5,5,6,4,23,24,60,26,20,14,2,2,4,3,3,3,5,3,2,2,1,1,1,3,1,3,1,2,3,4,3,4,4,2.9,1,2,3.6,3,3,2,1,3,3,2,1,18,9,9,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,14,2,4,1,2,4,2,4,4,4,3,3,2,3,2,3,4,4,3,2,5,4,3,3,4,2,4,4,2,87,6,6,4,5,5,4,5,4,5,4,3,5,6,4,4,4,6,5,5,4,5,5,5,4,6,5,4,4,4,3,5,4,43,36,35,34,3,3,2,3,2,3,2,4,2,2,3,3,4,3,3,4,3,4,3,2,3,3,3,3,2.75,2.75,2.5,3.5,3,3,2,2,1,3,2,2,1,2,2,1,2,2,2,2,3,29,9,11,9,3,3,2,3,1,3,2,3,3,4,2,3,13,12,2,0,1,1,1,2,1,3,2,2,2,0,1,1,1,1,1,3,1,2,2,2,2,5,5,5,22,25,meaning1
18,2,1,Spanish, ,3.6,1,5,2,2,4,2,2,1,3,1,3,1,2,3,1,1,3,1,2,2,2,2,2,1,2,2,1,2,3,5,5,3,4,5,4,6,4,6,5,3,4,4,6,5,5,4,4,4,5,5,5,5,5,5,7,6,6,6,5,3,5,3,5,7,4,4,4,5,19,100,15,89,52,37,2,5,5,3,4,3,2,6,4,6,16,24,90,43,29,18,4,2,3,4,5,4,4,5,4,5,1,2,1,5,2,1,2,2,2,2,3,5,5,4,1.33333333333333,2.4,3.4,3,1,2,1,3,3,1,3,17,7,10,1,1,0,1,0,0,0,1,1,1,1,1,1,1,0,1,1,1,0,1,14,6,6,4,3,6,6,2,3,5,4,4,4,5,4,7,3,7,4,6,6,7,2,1,4,1,3,5,2,120,7,4,3,6,6,4,4,2,6,4,2,6,7,5,1,2,7,3,4,2,7,1,6,3,7,4,1,4,7,4,1,5,54,29,22,30,3,2,2,4,5,2,1,1,5,2,2,5,2,5,5,5,3,3,2,2,1,2,4,2,2.75,2.25,3.5,4.25,2.5,2.25,2,2,1,3,1,2,2,2,1,2,1,1,2,2,2,26,10,9,7,3,4,2,4,3,4,1,3,4,3,3,2,13,14,2,0,1,1,2,2,1,3,3,2,4,0,2,2,1,2,1,2,1,3,3,3,3,5,5,4,21,27,meaning1
22,2,1,Psycholgy,English,3.4,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,6,4,4,2,2,6,6,6,4,7,4,4,4,2,7,6,2,6,1,7,4,5,7,7,5,4,7,6,6,7,7,6,7,6,5,7,6,5,6,6,27,119,30,90,39,51,7,7,7,7,7,5,7,7,7,7,33,35,13,7,1,5,5,5,5,5,5,5,5,5,5,5,1,1,1,5,1,1,1,5,5,5,5,5,5,5,1,2.6,5,4,3,3,5,2,4,6,3,30,15,15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,19,2,5,4,4,1,1,2,2,2,4,3,2,4,1,7,1,4,2,4,4,1,3,3,1,1,1,1,1,71,7,2,1,7,2,7,1,6,3,4,5,4,6,5,3,3,3,6,5,6,7,4,4,5,3,3,4,4,4,5,4,4,35,36,27,39,1,1,1,1,5,2,1,5,1,1,1,1,1,1,5,1,3,3,3,3,1,3,1,1,1,3.25,1,2,3,1.5,3,3,1,3,2,3,3,3,3,3,1,3,3,2,3,39,15,15,9,4,4,1,3,1,4,1,4,4,4,1,4,16,15,3,1,3,2,0,2,0,2,2,1,0,0,0,0,0,0,0,2,0,1,0,0,0,7,6,7,26,31,meaning1
18,2,1,Elementary Education, ,3.2,1,7,0,0,4,2,2,0,0,3,3,0,3,.930034129692833,0,2,2,1,2,3,3,2,0,2,2,1,2,4,5,4,5,3,4,4,5,2,2,4,2,4,2,2,3,4,4,4,4,4,6,5,7,6,5,4,7,5,7,4,5,5,7,7,1,7,5,3,6,6,24,108,24,71,38,33,6,5,6,6,6,6,6,5,7,1,31,23,67.9300341296928,32.9300341296928,16,19,5,5,5,5,5,5,5,5,5,5,2,3,3,5,3,2,3,2,4,5,5,5,5,5,2.66666666666667,3,4.8,1,1,1,1,1,1,1,1,8,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,1,1,1,1,20.5,3,7,3,3,4,2,2,2,5,1,3,3,2,1,7,5,6,2,1,5,3,5,2,2,1,1,1,1,83,7,6,3,6,7,7,2,7,7,7,5,6,7,7,2,2,6,7,7,6,7,1,7,7,7,6,6,7,3,7,3,6,51,48,35,47,2,4,1,1,1,5,1,4,1,1,1,1,2,4,4,2,2,4,1,1,2,2,2,2,2,2.75,1,3,2,2,2,3,2,3,2,3,1,2,2,3,2,2,3,1,2,33,11,12,10,3,4,2,3,3,4,4,3,4,4,4,4,16,13,2,1,2,2,0,0,0,4,4,2,1,0,0,0,0,2,0,3,0,4,1,0,3,6,6,5,24,29,meaning1
18,2,1,History for education, ,2.9,1,5,2,3,3,2,2,2,0,2,2,4,2,2,0,3,4,0,3,2,3,1,2,3,2,1,1,4,5,5,4,4,6,5,6,5,4,5,4,3,3,4,5,4,5,4,4,5,5,4,6,6,5,6,7,5,4,5,4,5,6,4,5,6,5,6,7,5,20,106,19,90,51,39,5,6,6,4,4,4,6,6,4,6,21,30,97,59,21,17,5,5,5,5,5,5,5,5,5,5,4,4,4,4,3,5,3,3,3,5,5,5,5,5,4,3.6,4.6,5,5,4,3,1,1,1,1,21,17,4,0,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,14,4,7,5,6,4,3,3,3,5,5,3,3,3,3,2,6,2,5,6,6,5,2,5,4,6,4,3,2,115,6,4,2,4,3,4,6,2,4,4,1,2,2,6,2,4,3,5,2,2,5,3,6,2,6,4,2,3,5,3,5,3,34,33,26,22,3,3,3,3,3,5,5,5,3,3,3,3,1,1,2,5,5,3,1,4,3,1,2,3,3,4.5,3,2.25,3.25,2.25,2,1,1,1,2,2,2,2,1,2,2,1,2,2,2,25,8,8,9,3,3,4,2,2,3,3,3,3,3,3,3,12,11,2,0,1,1,0,4,1,3,4,4,3,1,2,2,0,2,2,2,1,4,0,4,3,6,4,5,22,23,meaning1
24,1,1,Mathematics,Physics,2.5,3,5,3,0,2,1,2,3,1,1,0,3,0,4,0,3,2,2,3,4,1,0,3,2,3,3,1,1,6,4,4,6,6,7,6,7,6,6,4,5,4,3,4,4,3,2,4,5,2,4,5,4,4,7,4,3,5,4,1,2,5,4,4,7,4,4,4,3,13,80,9,96,56,40,1,7,5,1,1,1,5,6,1,7,5,30,89,55,23,11,4,3,5,4,5,3,5,2,4,3,2,1,1,2,2,3,1,3,4,5,3,3,3,3.8,1.33333333333333,2.2,3.6,1,6,1,6,4,3,3,6,30,14,16,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,4,3,4,1,5,7,5,4,4,7,5,4,3,4,1,2,1,7,7,4,7,7,2,7,1,2,1,4,4,113,7,5,1,4,4,7,2,7,7,5,2,7,7,5,4,7,7,7,5,4,7,4,4,5,7,7,1,7,5,5,4,6,51,45,23,47,3,5,5,4,2,5,5,5,5,5,5,5,5,5,5,5,2,4,1,1,1,1,1,1,4.25,4.25,5,5,2,1,0,2,2,3,1,2,0,1,1,2,3,0,3,2,3,25,5,9,11,3,3,2,4,1,2,4,3,2,2,4,2,9,12,1,0,1,1,1,2,1,4,4,3,1,0,2,2,1,2,3,3,2,2,3,4,1,1,3,4,15,21,meaning1
19,1,1,Business Administration,Political Science,3.5,1,7,0,0,3,0,0,2,0,2,2,0,1,1,0,2,1,0,2,1,0,0,0,1,0,0,0,2,6,3,3,1,5,6,7,1,1,7,1,4,1,2,4,2,1,4,3,7,6,6,7,7,5,6,7,5,6,5,7,4,7,7,3,7,7,7,4,7,27,120,33,69,26,43,7,7,7,6,7,7,7,7,7,1,34,29,36,22,5,9,4,2,3,2,5,1,3,1,5,3,1,1,3,2,1,1,1,3,4,3,3,1,2,2.9,1.66666666666667,1.6,2.6,2,2,1,1,4,1,3,1,15,6,9,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0,1,16,3,6,2,1,1,1,1,1,4,2,2,4,2,2,4,2,7,4,3,2,1,3,1,2,4,2,3,1,71,7,7,5,1,7,5,4,1,7,6,5,2,7,5.28282828282828,4,1,7,7,7,1,7,5,7,6,7,7,5,4,7,5,7,1,56,47.2828282828283,44,17,1,2,1,1,2,4,2,5,1,1,1,1,2,4,2,2,3,5,1,1,1,1,3,2,1.25,3.25,1,2.5,2.5,1.75,3,3,0,3,0,3,2,3,3,3,0,1,0,0,3,27,12,15,0,4,4,3,4,1,4,1,4,4,4,3,4,16,16,3,1,3,2,0,2,0,3,1,2,0,0,0,1,0,2,0,2,0,0,0,2,1,7,6,7,26,32,meaning1
19,2,2,Biology,Spanish, ,2,7,0,.722222222222222,2,0,0,1,0,3,0,0,2,.930034129692833,0,3,2,0,2,1,2,2,0,2,2,2,1,2,5,2,4,2,4,7,7,4,2,3,4,4,3,1,5,4,4,5,1,6,4,5,7,6,5,6,7,5,5,3,5,5,4,6,5,7,6,5,7,6,25,109,24,77,35,42,2,1,1,1,1,3,1,1,1,7,8,11,54.6522563519151,28.9300341296928,13, ,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,3,1,4,3,4,5,5,5,1,1.4,4.2,1,1,1,1,1,1,1,1,8,4,4,1,1,1,1,1,1,1,1,1,1,1,.874576271186441,1,1,0,1,1,1,1,1,18.8745762711864,3,3,3,3,4,3,2,3,2,5,3,3,3,2,4,1,4,3,3,6,1,2,2,5,1,1,2,1,78,3,2,7,2,6,4,6,1,4,4,3,1,6,2,1,2,6,6,6,1,7,3,1,3,7,5,6,5,5,7,3,1,44,33,33,16,2,3,4,4,3,4,2,5,3,4,4,4,4,2,2,2,4,5,1,3,2,5,4,5,3.25,3.5,3.75,2.5,3.25,4,2,3,2,3,2,2,3,2,1,2,2,2,2,2,2,32,12,10,10,2,4,2,2,1,3,3,3,4,3,3,3,14,10,2,1,3,2,1,1,1,3,1,3,1,0,1,1,0,2,1,2,0,2,1,1,2,7,5,6,24,24,meaning1
18,1,1,Pre-med, ,2,1,3,2,1,1,2,1,2,1,1,3,.956228956228956,1,1,1,3,1.41554054054054,1,3,3,2,.885135135135135,2,4,2,1,1,0,6,4,3,7,5,6,6,5,6,3,2,6,4,5,3,5,3,3,5,6,3,3,5,3,3,5,6,3,3,2,3,4,3,6,3,5,3,4,3,3,12,73,14,93,55,38,2,6,5,2,2,2,5,5,2,5,10,26,82.2569046319046,46.3717694967695,23, ,3,4,2,2,5,2,3,5,3,2,3,1,1,4,2,3,2,3,4,5,2,4,5,3.1,1.66666666666667,2.8,4,5,3,3,4,3,3,1,3,25,15,10,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,1,0,0,7,3,3,2,5,2,3,3,5,5,6,5,6,5,7,3,6,2,6,3,6,7,2,6,4,2,3,5,5,120,7,3,5,5,6,3,2,1,6,2,3,3,5,2,2,4,6,4,2,2,6,1,6,6,5,2,4,5,6,2,5,3,47,19,29,29,1,4,4,1,4,5,4,5,5,4,4,4,4,2,2,4,3,4,1,4,4,4,3,4,2.5,4.5,4.25,3,3,3.75,0,3,1,2,0,3,1,2,1,2,1,0,1,1,1,19,5,10,4,3,2,2,3,1,2,3,2,1,2,2,2,7,10,1,0,1,1,1,3,2,3,1,2,2,1,3,3,2,1,2,0,2,3,3,3,3,3,3,3,14,17,meaning1
19,2,1,Exercise Science, ,2.94,1,6,1,1,4,0,2,0,2,1,4,1,0,2,0,1,4,0,1,4,4,2,1,0,1,0,0,3,4,6,2,5,5,6,4,3,4,5,3,2,4,2,3,5,2,2,4,4,5,6,7,5,4,5,7,5,5,5,5,4,5,5,7,7,5,5,7,5,20,109,17,75,42,33,5,7,4,4,5,2,3,5,5,3,21,22,59,27,15,17,2,1,3,2,5,5,3,1,5,2,1,1,1,2,1,3,2,2,4,1,3,2,5,2.9,1,2,3,1,3,3,1,3,3,3,1,18,8,10,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,18,5,2,1,3,2,1,3,1,4,1,2,2,1,3,7,5,7,5,6,6,5,4,1,5,1,1,2,1,87,7,7,7,7,7,5,6,1,4,7,6,5,7,7,5,2,7,7,7,2,7,5,7,6,7,6,2,7,4,6,7,5,50,50,47,35,3,2,1,2,4,5,5,5,2,2,2,1,2,1,4,5,5,4,1,3,2,3,2,3,2,4.75,1.75,3,3.25,2.5,1,2,3,3,3,3,2,1,1,3,3,1,2,3,2,33,10,9,14,3,2,2,4,1,3,3,3,3,2,2,2,9,13,2,0,1,1,1,2,1,3,1,1,0,0,0,0,0,3,0,0,1,1,1,2,3,5,4,5,22,22,meaning1
