age,gender,ethnic,major,minor,gpa,class,pilsf1_1,oq20_1,oq21_1,oq22_1,oq23_1,oq24_1,oq25_1,oq26_1,oq27_1,oq28_1,oq29_1,oq30_1,oq31_1,oq32_1,oq33_1,oq34_1,oq35_1,oq36_1,oq37_1,oq38_1,oq39_1,oq40_1,oq41_1,oq42_1,oq43_1,oq44_1,oq45_1,song1_1,song2_1,song3_1,song4_1,song5_1,song6_1,song7_1,song8_1,song9_1,song10_1,song11_1,song12_1,song13_1,song14_1,song15_1,song16_1,song17_1,song18_1,song19_1,song20_1,pil1_1,pil2_1,pil3_1,pil4_1,pil5_1,pil6_1,pil7_1,pil8_1,pil9_1,pil10_1,pil11_1,pil12_1,pil13_1,pil14_1,pil15_1,pil16_1,pil17_1,pil18_1,pil19_1,pil20_1,pilsftot,pil20tot,swlstot,songtot,songsuba,songsubb,mlq1_1,mlq2_1,mlq3_1,mlq4_1,mlq5_1,mlq6_1,mlq7_1,mlq8_1,mlq9_1,mlq10_1,mlqpres,mlqsearc,oq45tot,oq45sd,oq45ir,oq45sr,bsas1_1,bsas2_1,bsas3_1,bsas4_1,bsas5_1,bsas6_1,bsas7_1,bsas8_1,bsas9_1,bsas10_1,bsas11_1,bsas12_1,bsas13_1,bsas14_1,bsas15_1,bsas16_1,bsas17_1,bsas18_1,bsas19_1,bsas20_1,bsas21_1,bsas22_1,bsas23_1,bsasperm,bsasbc,bsascomm,bsasinst,caps1_1,caps2_1,caps3_1,caps4_1,caps5_1,caps6_1,caps7_1,caps8_1,captot,capspp,capssp,lpq1_1,lpq2_1,lpq3_1,lpq4_1,lpq5_1,lpq6_1,lpq7_1,lpq8_1,lpq9_1,lpq10_1,lpq11_1,lpq12_1,lpq13_1,lpq14_1,lpq15_1,lpq16_1,lpq17_1,lpq18_1,lpq19_1,lpq20_1,lpqtot,bps1_1,bps2_1,bps3_1,bps4_1,bps5_1,bps6_1,bps7_1,bps8_1,bps9_1,bps10_1,bps11_1,bps12_1,bps13_1,bps14_1,bps15_1,bps16_1,bps17_1,bps18_1,bps19_1,bps20_1,bps21_1,bps22_1,bps23_1,bps24_1,bps25_1,bps26_1,bps27_1,bps28_1,bpstot,hsq1_1,hsq2_1,hsq3_1,hsq4_1,hsq5_1,hsq6_1,hsq7_1,hsq8_1,hsq9_1,hsq10_1,hsq11_1,hsq12_1,hsq13_1,hsq14_1,hsq15_1,hsq16_1,hsq17_1,hsq18_1,hsq19_1,hsq20_1,hsq21_1,hsq22_1,hsq23_1,hsq24_1,hsq25_1,hsq26_1,hsq27_1,hsq28_1,hsq29_1,hsq30_1,hsq31_1,hsq32_1,hsqaff,hsqenh,hsqagg,hsqdef,las1_1,las2_1,las3_1,las4_1,las5_1,las6_1,las7_1,las8_1,las9_1,las10_1,las11_1,las12_1,las13_1,las14_1,las15_1,las16_1,las17_1,las18_1,las19_1,las20_1,las21_1,las22_1,las23_1,las24_1,lasero,laslud,lassto,laspra,lasman,lasaga,drs1_1,drs2_1,drs3_1,drs4_1,drs5_1,drs6_1,drs7_1,drs8_1,drs9_1,drs10_1,drs11_1,drs12_1,drs13_1,drs14_1,drs15_1,drstot,drscm,drsco,drsch,hps1_1,hps2_1,hps3_1,hps4_1,hps5_1,hps6_1,hps7_1,hps8_1,hps9_1,hps10_1,hps11_1,hps12_1,hpsag,hpspa,pil20cat,filter_$,pilsfcat,pilsfms,oq1_1,oq2_1,oq3_1,oq4_1,oq5_1,oq6_1,oq7_1,oq8_1,oq9_1,oq10_1,oq11_1,oq12_1,oq13_1,oq14_1,oq15_1,oq16_1,oq17_1,oq18_1,oq19_1,pilsf2_1,pilsf3_1,pilsf4_1,PILSFBED,hpstot,userid
20,1,1,Undecided Liberal Arts, ,2.75,1,6,0,1,2,2,0,1,1,2,3,1,1,1,0,2,1,0,1,0,3,1,2,3,2,0,0,2,4,4,2,4,5,5,6,2,5,5,2,4,2,2,2,5,1,2,2,5,6,5,5,6,5,5,7,5,6,6,5,5,3,6,6,6,6,5,4,5,21,107,28,69,35,34,4,6,5,4,6,4,5,5,3,5,21,26,58,36,8,14,2,2,2,1,3,2,4,4,3,2,1,1,1,2,2,2,1,3,5,2,4,4,5,2.5,1,2,4,4,3,3,1,3,5,2,4,25,11,14,0,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,14,2,5,4,2,5,2,5,3,5,4,3,2,3,2,2,6,5,6,2,5,5,2,6,4,2,2,5,1,100,7,5,5,3,5,6,5,2,6,5,3,1,7,5,3,6,7,6,3,1,7,3,6,1,7,6,2,2,7,6,3,4,53,42,30,20,1,2,1,1,1,1,1,1,2,2,3,1,4,4,4,5,4,4,2,5,1,3,1,3,1.25,1,2,4.25,3.75,2,2,3,2,3,2,3,2,2,2,3,3,1,1,3,2,34,11,12,11,3,3,4,3,1,3,3,3,4,3,3,3,13,12,2,0,1,1,0,2,0,3,3,2,2,1,2,1,1,2,1,1,1,2,0,1,1,5,5,5,21,25,meaning1
21,2,1,Nursing, ,3,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,2,2,1,4,6,6,2,6,2,3,2,2,2,3,3,6,2,4,5,5,7,7,6,5,7,6,7,7,7,7,7,7,6,6,6,7,7,7,28,129,35,65,29,36,6,3,6,6,6,5,2,5,6,2,29,18,7,2,0,5,3,4,1,2,2,1,1,1,4,1,1,5,5,5,2,5,1,2,3,3,1,2,3,2,3.66666666666667,3,2.4,2,2,1,1,2,2,2,2,14,6,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,1,5,1,1,1,4,2,2,2,1,2,1,2,1,2,1,4,3,5,5,1,7,6,6,2,3,4,2,77,7,7,5,1,6,4,3,5,4,5,4,4,6,6,6,3,3,5,5,2,5,6,3,4,7,6,7,4,6,4,4,5,44,43,37,28,1,1,1,1,3,5,3,5,5,5,5,5,2,2,2,2,4,2,1,1,1,1,1,1,1,4,5,2,2,1,2,3,3,3,2,3,3,2,2,2,1,3,3,3,3,38,13,13,12,3,3,1,4,1,4,1,3,3,3,1,3,12,14,3,1,3,2,0,0,0,2,1,1,0,0,0,0,0,1,0,2,0,0,0,0,0,7,7,7,27,26,meaning1
19,1,1,Music,n/a,3,2,7,3,3,2,2,3,1,0,1,3,4,1,4,0,2,3,1,2,4,3,2,2,3,4,3,0,1,7,6,5,6,7,7,7,6,4,7,2,2,5,2,6,4,5,7,5,7,4,4,6,7,5,5,7,4,4,2,7,5,4,7,7,2,7,6,4,6,26,103,13,107,55,52,7,6,6,7,7,7,6,6,1,6,29,30,95,51,26,18,5,5,5,5,5,5,5,5,5,5,1,1,1,5,5,5,1,1,5,5,5,5,5,5,1,3.4,5,1,1,1,1,1,1,1,1,8,4,4,1,1,1,1,1,0,0,0,1,1,1,0,1,1,1,0,1,1,1,1,15,2,5,4,6,3,7,1,1,7,7,1,1,3,2,3,4,2,2,7,7,7,1,1,1,7,7,7,5,111,6,3,2,6,5,2,2,3,6,1,3,5,7,1,1,2,3,3,2,2,2,1,2,7,3,1,1,2,5,6,2,7,37,18,15,34,1,4,3,2,3,5,5,5,5,5,5,5,4,4,1,1,4,1,2,5,1,1,1,1,2.5,4.5,5,2.5,3,1,2,2,1,2,0,2,2,1,2,3,1,2,2,1,2,25,11,9,5,3,3,3,3,1,4,3,4,3,3,4,3,12,14,2,1,3,2,0,1,1,3,3,2,3,2,1,1,0,3,2,1,3,2,4,4,2,7,5,7,23,26,meaning1
19,1,1,Biology,Med Tech,2.75,1,5,2,1,3,1,1,0,2,1,3,2,1,2,2,1,1,0,1,2,3,1,1,2,1,1,0,1,4,3,5,4,3,5,6,2,3,5,4,2,2,5,3,4,3,4,4,3,5,5,5,5,5,6,7,5,6,5,5,5,4,4,4,3,3,5,5,5,20,97,15,74,40,34,4,6,6,4,4,3,3,5,5,5,20,25,63,29,16,18,4,1,3,1,4,1,4,4,1,1,1,4,4,5,1,3,1,3,4,4,2,4,3,2.4,3,2.6,3.4,2,2,3,3,3,4,2,5,24,10,14,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,16,5,4,2,4,6,3,7,1,5,3,2,5,1,4,3,5,6,4,4,3,7,4,4,6,1,3,4,6,112,7,5,4,3,4,6,5,4,5,4,5,5,7,6,4,2,6,5,6,3,7,5,5,2,7,5,5,5,5,4,5,5,48,40,39,29,3,5,5,2,4,5,5,2,3,4,4,5,3,3,5,4,4,3,5,1,2,3,4,5,3.75,4,4,3.75,3.25,3.5,3,2,2,2,3,3,1,2,1,2,2,3,2,2,1,31,11,9,11,4,3,2,4,1,3,2,3,3,2,2,2,10,14,2,0,1,1,0,2,1,3,2,1,2,0,1,1,0,2,1,3,2,1,2,1,2,6,4,5,20,24,meaning1
19,2,1,Elementary Education,English,3.6,1,7,0,0,1,1,1,0,0,1,0,0,0,1,0,0,3,0,2,0,4,2,0,1,2,0,0,1,4,2,2,2,1,4,5,5,2,2,1,4,2,1,1,4,4,4,1,2,5,5,7,6,7,7,7,6,5,6,5,5,7,6,1,7,4,6,5,6,25,113,26,53,27,26,3,5,2,2,5,5,2,2,3,5,18,16,41,26,1,14,4,5,5,5,5,4,5,3,4,5,1,1,1,1,1,2,5,5,2,2,4,1,4,4.5,1,2.8,2.6,5,3,1,3,1,2,6,2,23,12,11,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,1,1,1,1,0,15,1,7,2,2,3,2,1,3,4,5,4,5,2,1,2,1,7,4,1,3,1,4,1,1,1,7,7,1,83,6,5,2,1,1,4,1,1,7,1,1,1,5,4,2,1,6,1,5,1,7,1,5,1,6,6,1,1,1,6,1,1,39,28,18,8,1,1,1,1,4,2,1,5,1,1,5,5,4,1,2,2,1,2,1,4,1,2,4,1,1,3,3,2.25,2,2,3,3,0,2,3,3,2,3,3,3,1,2,1,0,3,32,12,15,5,4,4,3,4,2,4,3,4,4,4,3,4,16,16,3,1,3,2,0,3,1,3,3,2,1,0,1,1,0,1,1,4,0,0,0,0,0,7,5,6,25,32,meaning1
23,2,2,Pre-Pharmacy, ,3.3,3,6,0,0,1,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,2,5,5,2,4,2,6,7,5,2,5,4,2,2,2,4,4,4,3,2,5,5,5,6,6,7,6,7,5,6,6,5,6,5,5,4,7,6,6,5,5,23,113,25,75,36,39,6,5,6,5,6,4,5,5,7,6,28,27,17,9,3,5,5,5,5,5,5,5,5,5,3,5,1,1,1,4,3,4,4,2,3,4,5,2,5,4.8,1,3.4,3.8,3,3,2,1,1,1,4,1,16,9,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,2,2,2,2,1,2,3,3,3,2,2,2,3,2,2,2,1,4,4,5,3,3,2,3,1,4,2,2,69,7,6,1,1,5,4,7,1,7,5,1,3.44444444444444,2,6,2,2,6,7,1,1,6,7,2,1,7,6,1,6,7,6,2,1,47,47,17,16.4444444444444,1,1,1,1,5,5,5,4,1,1,1,1,4,4,3,2,4,4,5,5,3,4,3,3,1,4.75,1,3.25,4.5,3.25,0,3,2,3,2,3,3,2,2,3,2,2,2,2,2,33,11,12,10,4,4,1,3,1,3,1,4,4,3,2,3,14,14,3,0,2,1,0,1,1,0,0,0,0,0,0,0,0,1,1,2,0,2,0,0,0,7,5,5,22,28,meaning1
18,2,1,Marketing Communications,Journalism,3.8,1,6,2,1,1,1,1,1,1,2,1,1,2,1,1,3,2,0,2,3,0,1,1,2,2,2,0,2,3,4,4,5,4,6,6,5,2,5,4,3,4,3,4,5,5,6,3,4,5,5,6,4,5,5,7,6,6,5,5,5,6,7,4,5,6,3,5,5,19,105,26,85,46,39,5,6,7,3,4,4,6,6,4,6,20,31,70,38,22,10,5,5,5,5,5,5,5,5,3,4,1,2,2,1,2,2,3,2,2,3,3,3,4,4.7,1.66666666666667,2,3,3,1,1,3,1,1,1,1,12,8,4,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,16,2,5,3,4,3,2,4,3,3,4,3,5,4,2,6,4,5,5,3,5,2,6,3,2,4,3,6,3,104,6,6,6,5,6,5,5,3,5,6,3,4,6,3,3,5,6,6,5,3,6,2,5,5,5,5,3,5,5,5,6,4,45,38,36,34,2,3,3,2,2,4,4,3,3,4,3,2,4,4,4,4,4,4,2,2,2,3,4,3,2.5,3.25,3,4,3,3,2,3,0,2,2,3,2,3,2,3,1,2,3,1,2,31,11,13,7,3,3,2,3,1,3,3,2,2,2,4,3,10,11,2,0,1,1,1,2,1,2,4,2,2,0,2,3,0,2,1,2,1,2,2,2,3,5,3,5,21,21,meaning1
20,2,1,Psychology,English,3,4,6,0,0,2,0,1,1,0,2,0,1,0,0,0,2,1,0,2,0,4,1,0,0,0,0,0,1,5,2,2,2,2,6,3,2,2,4,2,4,3,2,2,4,2,6,2,2,5,5,7,6,5,4,7,6,4,5,5,4,5,6,4,7,7,6,6,6,25,110,31,59,27,32,6,4,5,6,4,6,7,7,6,2,28,25,38,20,7,11,5,5,5,5,5,5,5,5,4,4,1,1,2,5,4,5,4,4,3,2,2,1,4,4.8,1.33333333333333,4.4,2.4,2,3,3,2,2,3,1,1,17,10,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,19,4,3,5,2,3,2,4,3,4,5,6,4,5,2,5,2,4,6,1,1,1,4,5,3,1,2,1,1,89,6,1,1,2,5,4,2,1,7,3,2,1,6,4,1,1,5,5,1,1,6,3,6,1,5,2,1,2,7,4,2,1,47,26,16,10,1,1,1,1,5,5,5,5,5,4,3,4,2,4,2,3,5,5,4,3,1,1,2,2,1,5,4,2.75,4.25,1.5,2,3,1,3,0,3,2,1,2,3,0,1,1,0,2,24,11,11,2,2,3,1,1,2,3,4,2,3,4,3,4,14,8,2,1,3,2,1,2,1,1,2,1,0,0,0,0,0,1,1,4,0,2,1,1,2,7,6,6,25,22,meaning1
18,2,2,n/a,n/a,2.5,1,7,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,1,0,4,4,7,5,1,1,7,7,7,1,7,7,4,5,5,4,4,4,5,5,3,5,3,7,7,7,7,7,5,7,7,6,4,7,7,4,7,7,7,7,5,24,123,32,93,52,41,7,7,7,5,5,4,6,7,7,6,28,33,51,19,19,13,4,5,5,5,5,5,5,5,3,3,1,1,1,1,1,1,1,1,1,3,3,3,3,4.5,1,1,2.6,6,6,6,6,4,1,6,1,36,24,12,0,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,15,3,7,7,4,7,7,1,1,7,4,1,7,1,7,7,7,7,4,1,1,5,2,1,1,5,4,7,1,117,7,7,4,2,7,7,7,1,7,7,7,4,7,7,1,1,7,7,7,1,7,4,1,7,7,4,1,1,7,7,1,7,56,50,29,24,1,1,1,1,4,5,1,5,3,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,3.75,1.5,2,1,1,3,3,3,3,2,3,2,3,3,3,1,3,3,1,3,39,14,15,10,4,4,4,4,1,4,1,4,4,4,4,4,16,16,3,1,2,2,0,2,1,4,4,4,4,0,0,0,0,4,0,2,0,4,2,4,2,7,5,5,24,32,meaning1
18,1,6,Political Science,History,3.3,1,7,0,0,3,0,0,2,3,2,0,1,1,1,0,1,2,0,2,0,4,0,0,2,0,0,0,1,1,4,5,4,5,7,7,7,1,6,2,4,1,2,7,3,2,7,2,7,4,6,7,7,7,7,7,5,7,7,7,5,7,3,7,7,7,5,5,7,25,124,32,84,39,45,7,7,2,7,7,7,3,5,7,5,35,22,59,31,12,16,1,1,1,1,4,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.6,1,1,1,4,1,3,1,1,2,1,3,16,9,7,1,1,1,1,0,1,0,1,1,1,1,0,1,0,1,1,1,1,0,1,15,3,6,1,1,5,1,1,1,6,2,3,7,2,1,3,1,2,1,1,7,4,3,3,1,5,4,1,4,80,7,3,7,7,7,6,5,4,7,3,4,5,7,7,1,7,7,6,7,6,7,1,5,4,7,7,1,6,7,4,7,7,56,37,37,46,1,1,1,2,3,4,5,1,1,1,1,1,2,1,5,1,1,1,1,1,1,2,1,2,1.25,3.25,1,2.25,1,1.5,1,3,1,2,1,2,3,3,3,3,2,1,2,2,2,31,10,13,8,3,4,3,3,1,4,3,3,4,4,3,3,15,13,3,1,3,2,1,2,2,4,4,2,2,0,1,2,0,4,1,4,0,0,3,1,1,7,4,7,26,28,meaning1
20,2,1,psychology,english,2.9,3,6,2,1,3,1,0,2,0,1,0,3,0,1,0,1,2,0,3,4,1,0,2,1,2,1,0,2,4,3,3,6,3,6,6,2,3,5,2,3,6,5,2,2,6,3,2,2,5,5,6,5,4,6,6,5,5,5,5,4,4,6,4,5,5,3,5,5,19,98,18,74,44,30,5,7,5,5,6,5,6,6,7,7,28,31,60,33,19,8,5,5,5,5,5,5,5,5,5,5,1,1,1,5,1,1,1,3,5,5,5,5,5,5,1,2.2,5,1,1,1,1,1,1,1,1,8,4,4,0,1,1,1,0,1,1,0,1,0,1,1,1,1,0,1,1,0,0,1,13,4,6,3,4,3,2,4,3,5,2,3,4,4,3,7,3,2,5,1,1,2,2,4,6,2,1,3,4,93,7,6,2,1,7,7,2,1,6,5,1,1,7,6,7,1,7,4,6,1,7,2,7,4,7,4,1,4,7,5,2,1,55,39,28,14,3,5,5,1,5,5,5,5,5,2,5,5,4,2,5,5,2,3,1,5,1,2,2,1,3.5,5,4.25,4,2.75,1.5,1,2,1,3,1,1,2,3,2,2,0,1,0,0,2,21,9,10,2,3,3,2,3,1,3,2,1,2,2,3,3,10,10,2,0,1,1,0,2,0,3,2,1,0,1,1,1,0,1,1,2,0,4,4,1,3,5,3,5,21,20,meaning1
20,1,1,Biology,Chemistry,3.25,3,7,0,0,2,1,0,2,2,2,0,0,0,0,0,0,3,0,1,0,2,1,0,2,1,0,1,2,3,2,4,5,5,7,7,2,2,6,1,4,2,4,6,4,3,4,1,1,6,6,7,5,5,6,7,6,6,5,6,5,5,7,3,3,5,6,5,7,26,111,26,73,35,38,6,2,6,5,6,7,6,5,7,4,31,23,44,26,8,10,2,2,4,1,5,3,4,5,5,2,1,1,1,5,5,2,1,1,2,5,5,2,4,3.3,1,2.8,3.6,2,3,2,5,6,6,6,1,31,12,19,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,18,2,4,1,4,6,2,1,1,5,3,4,4,2,2,6,1,7,3,3,4,4,2,1,1,2,3,7,3,88,7,6,5,3,7,6,3,4,1,6,3,4,7,6,3,6,7,6,5,2,7,2,6,1,7,5,5,2,3,5,6,6,46,42,36,28,1,2,2,2,4,5,5,5,4,2,3,3,2,5,4,5,2,3,5,4,1,1,2,2,1.75,4.75,3,4,3.5,1.5,3,2,0,3,2,3,3,2,1,3,1,1,0,1,3,28,13,11,4,3,4,2,3,3,3,2,4,4,4,3,3,15,13,2,1,3,2,0,1,2,3,3,2,1,1,0,0,0,0,0,3,1,2,0,2,1,6,6,7,25,28,meaning1
19,2,1,Liberal Arts Undecided, ,2.3,1,7,3,1,3,2,2,0,1,3,4,0,2,2,0,1,2,0,0,3,4,4,4,0,4,1,2,2,3,1,5,7,3,7,6,4,3,6,5,2,4,3,6,7,7,3,6,4,5,3,7,6,2,4,7,4,4,5,2,4,1,5,1,5,6,4,3,7,18,85,20,92,50,42,3,2,1,6,6,2,1,7,7,5,24,16,93,44,28,21,4,4,5,2,4,2,3,3,5,1,1,1,1,2,1,2,4,1,1,1,3,4,3,3.3,1,2,2.4,6,4,6,5,4,6,1,4,36,21,15,1,0,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,8,4,7,5,6,6,6,3,2,4,4,3,6,2,7,7,6,7,2,1,5,7,5,3,5,5,7,1,1,127,6,6,4,3,5,2,6,1,7,6,6,7,6,5,1,1,4,7,3,1,3,5,7,5,6.36148648648649,5,3,6,2,5,6,5,39.3614864864865,41,36,29,2,2,3,1,4,5,2,2,5,5,2,5,4,4,4,5,1,1,1,1,3,2,4,4,2,3.25,4.25,4.25,1,3.25,1,3,3,3,3,2,2,2,1,2,2,1,0,3,1,29,9,9,11,3,2,3,2,1,3,4,3,1,2,4,2,7,11,1,0,1,1,1,2,1,4,3,3,3,1,2,1,1,2,2,0,3,3,3,4,4,3,3,5,24,18,meaning1
25,2,3,Psy Biology,Chemistry, ,4,7,3,0,2,3,0,1.03040540540541,0,1,2,1,2,1,0,2,2,1,2,1,3,1,2,2,2,2,0,1,3,2,2,2,5,6,4,3,2,4,2,2,2,4,2,2,4,4,2,2,5,5,7,5,3,5,5,5,6,6,4,4,7,7,1,7,4,7,4,4,24,101,26,59,32,27,5,3,2,5,4,4,2,2,6,2,24,11,67.0304054054054,34.0304054054054,18,15,5,3,4,2,5,2,4,4,2,2,1,1,1,4,4,1,2,3,3,3,2,2,4,3.3,1,2.8,2.8,1,1,1,1,1,1,1,1,8,4,4,1,1,1,1,0,0,0,1,1,1,0,1,1,1,0,1,1,1,0,1,14,5,6,1,2,3,2,3,3,3,3,5,2,3,1,7,1,4,3,2,3,2,4,4,1,3,1,7,4,88,7,6,5,2,4,3,5,1,3,4,3,1,5,5,2,2,2,4,3,1,6.32323232323232,6,5,1,7,4,3,3,4,5,5,1,38.3232323232323,37,31,12,1,1,2,2,5,5,3,5,1,1,1,1,3,3,3,3,2,4,4,2,2,2,2,1,1.5,4.5,1,3,3,1.75,2,3,2,2,2,2,1,1,2,2,1,2,1,1,2,26,9,10,7,3,2,3,3,2,2,3,3,4,3,2,3,12,11,2,1,2,2,1,2,1,4,1,3,1,0,1,1,0,2,1,3,1,2,1,3,2,6,6,5,21,23,meaning1
20,2,1,health administration, ,2.2,2,6,1,3,2,2,2,1,2,1,2,3,3,1,1,2,3,2,2,0,2,2,2,4,3,1,1,2,4,4,6,5,3,6,4,3,5,5,4,6,4,3,3,6,4,4,5,6,6,5,5,5,5,5,6,5,5,5,5,3,6,3,4,3,4,5,5,5,24,95,21,90,52,38,6,5,6,3,5,3,6,6,4,5,21,28,98,59,18,21,4,4,5,4,5,4,5,4,3,4,1,1,1,5,1,3,2,3,3,2,2,2,2,4.2,1,2.8,2.2,5,5,5,5,1,3,1,1,26,20,6,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,16,3,6,2,5,3,4,2,4,5,3,3,4,3,3,3,3,3,3,3,5,5,3,2,2,3,5,5,3,98,7,3,5,5,4,3,2,6,6,5,4,6,6,6,5,6,6,2,2,6,6,2,6,6,6,2,4,4,5,5,3,6,46,28,31,45,1,1,1,1,5,5,5,4,1,1,4,1,4,4,4,5,4,5,2,3,1,1,1,1,1,4.75,1.75,4.25,3.5,1,1,2,0,3,1,3,3,3,2,3,1,2,2,1,3,30,12,13,5,2,4,3,2,4,3,3,3,3,2,4,3,12,10,2,1,2,2,0,3,1,4,4,4,1,1,4,4,1,2,3,4,2,4,2,2,2,6,6,6,20,22,meaning1
18,1,1,ESS, ,3.5,1,7,0,0,2,0,0,2,4,2,2,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,2,4,3,2,1,4,4,7,1,1,4,4,2,1,4,4,3,3,7,1,7,5,7,7,7,7,5,7,5,7,7,7,4,7,7,7,7,7,6,5,7,27,128,35,67,27,40,7,1,1,7,7,7,1,1,7,1,35,5,33,17,8,8,3,3,3,3,3,3,4,5,3,3,1,1,1,3,1,1,1,1,3,3,5,3,3,3.3,1,1.4,3.4,1,1,1,1,6,5,1,2,18,4,14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,2,7,1,1,3,7,1,1,5,1,1,1,1,1,1,1,7,1,5,7,5,1,1,1,4,5,6,1,79,7,7,3,4,7,7,7,1,7,7,4,7,7,7,7,7,7,7,7,1,7,1,4,1,7,7,1,7,7,7,7,4,56,50,40,32,1,1,1,1,5,5,5,5,1,1,1,1,1,5,5,5,3,1,5,3,1,3,3,1,1,5,1,4,3,2,3,1,3,3,3,3,2,3,3,3,3,3,3,2,3,41,14,13,14,4,4,2,4,1,4,4,4,4,4,3,4,16,16,3,1,3,2,0,2,0,2,2,2,0,0,0,0,1,0,0,2,0,2,0,0,2,7,6,7,26,32,meaning1
19,1,1,Civil engineering, ,3.37,1,7,2,2,2,2,2,2,2,1,1,1,1,3,1,1,1,1,1,0,2,2,2,2,2,2,2,1,5,5,4,2,2,5,5,1,1,3,2,3,1,4,4,2,2,5,5,6,5,6,4,5,6,7,4,4,4,7,3,4,4,5,5,7,4,4,4,7,27,99,30,67,32,35,7,6,3,5,6,7,4,5,7,2,32,20,77,43,18,16,1,3,5,4,4,4,4,4,5,3,1,1,1,3,3,2,2,3,4,5,4,3,4,3.7,1,2.6,4,2,3,4,2,3,4,1,1,20,11,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,2,5,4,3,2,2,3,3,6,5,6,2,3,2,3,4,5,5,6,4,5,5,4,3,6,4,2,2,106,5,5,3,6,5,4,4,3,6,3,4,2,5,4,3,5,4,6,5,5,6,5,3,2,5,3,4,3,2,4,7,2,38,34,33,28,1,1,2,3,4,4,3,1,2,1,1,2,3,3,4,3,5,4,4,5,1,2,2,1,1.75,3,1.5,3.25,4.5,1.5,3,3,1,3,0,3,3,2,2,3,0,2,3,0,3,31,14,13,4,2,4,2,3,1,3,2,2,4,3,3,3,14,10,2,1,3,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,3,1,2,2,7,6,7,20,24,meaning1
19,1,1,political science,japanese,3.23,1,5,2,1,2,0,1,1,0,0,1,0,0,1,0,0,0,0,0,3,2,1,0,0,0,2,1,0,2,3,4,2,5,6,4,2,3,4,2,2,3,3,3,1,1,5,4,4,6,3,6,6,5,5,6,6,5,4,4,5,5,5,5,7,5,3,4,6,19,101,26,63,34,29,4,5,3,4,4,1,5,5,5,5,18,23,33,11,13,9,3,4,5,3,5,3,3,3,1,1,1,1,1,1,2,3,2,2,3,3,3,4,4,3.1,1,2,3.4,1,1,1,1,1,1,1,1,8,4,4,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,0,1,16,3,6,3,4,4,7,5,4,5,4,2,3,5,6,2,5,5,4,3,5,6,4,4,5,3,1,2,2,112,7,4,3,2,5,6,2,3,2,7,5,3,7,7,7,1,5,4,3,1,4,6,5,3,7,7,3,2,2,5,7,3,39,46,35,18,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,2,3,1,3,1.82491582491582,2,1,2,3,2,2,3,2,31.8249158249158,10.8249158249158,10,11,2,3,1,2,3,3,3,4,3,3,1,3,12,11,2,0,1,1,1,1,1,0,1,3,0,0,0,0,0,2,0,1,0,0,3,1,1,5,4,5,24,23,meaning1
