pil1_1,pil2_1,pil3_1,pil4_1,pil5_1,pil6_1,pil7_1,pil8_1,pil9_1,pil10_1,pil11_1,pil12_1,pil13_1,pil14_1,pil15_1,pil16_1,pil17_1,pil18_1,pil19_1,pil20_1,song1_1,song2_1,song3_1,song4_1,song5_1,song6_1,song7_1,song8_1,song9_1,song10_1,song11_1,song12_1,song13_1,song14_1,song15_1,song16_1,song17_1,song18_1,song19_1,song20_1,mist1_1,mist2_1,mist3_1,mist4_1,mist5_1,mist6_1,mist7_1,mist8_1,mist9_1,mist10_1,mist11_1,mist12_1,mist13_1,mist14_1,mist15_1,mist16_1,mist17_1,mist18_1,mist19_1,mist20_1,pq1_1,pq2_1,pq3_1,pq4_1,pq5_1,pq6_1,pq7_1,pq8_1,piltotal,songtot,songa,songb,misttot,mista,mistb,mistc,pqtotal,lpq1_1,lpq2_1,lpq3_1,lpq4_1,lpq5_1,lpq6_1,lpq7_1,lpq8_1,lpq9_1,lpq10_1,lpq11_1,lpq12_1,lpq13_1,lpq14_1,lpq15_1,lpq16_1,lpq17_1,lpq18_1,lpq19_1,lpq20_1,lpqtotal,oq1_1,op2_1,oq3_1,oq4_1,oq5_1,oq6_1,oq7_1,oq8_1,oq9_1,oq10_1,oq11_1,oq12_1,oq13_1,oq14_1,oq15_1,oq16_1,oq17_1,oq18_1,oq19_1,oq20_1,oq21_1,oq22_1,oq23_1,oq24_1,oq25_1,oq26_1,oq27_1,oq28_1,oq29_1,oq30_1,oq31_1,oq32_1,oq33_1,oq34_1,oq35_1,oq36_1,oq37_1,oq38_1,oq39_1,oq40_1,oq41_1,oq42_1,oq43_1,oq44_1,oq45_1,oqtotal,oqsd,oqir,oqsr,sex,years,ethnicit,religiou,grades,pilstarr,pil5,pil15,factor1,factor2,factor3,pilf1mf,pilf2mf,pilf3mf,userid
5,5,6,5,3,5,6,6,5,5,5,3,6,5,3,7,5,3,5,6,4,5,3,6,3,6,6,4,5,5,2,4,2,2,5,5,3,3,2,5,5,3,5,6,6,7,6,5,5,6,5,6,3,4,5,5,2,6,6,2,2,2,3,3,1,2,2,3,99,80,41,39,98,34,37,27,18,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,16,0,1,1,1,2,1,2,0,1,1,0,1,1,1,1,2,3,3,1,1,0,2,0,2,1,0,1,1,0,1,1,0,2,0,0,1,1,1,1,0,3,1,1,0,1,45,24,15,6,2,22,1,1,3.86,85,26,73,29,17,29,32,18,23,logo111
5,5,4,6,5,6,7,4,5,6,7,6,2,6,5,7,5,5,4,4,4,6,3,4,3,3,5,2,3,6,5,4,2,5,5,2,2,2,4,1,6,6,6,6,5,7,6,6,6,3,7,7,6,7,5,4,6,7,2,1,-3,-3,2,-2,-2,-2,-2,-2,104,71,43,28,109,32,39,38,-14,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,0,1,16,0,1,0,3,1,1,0,0,1,1,1,2,1,0,0,0,1,1,1,1,0,2,1,1,1,0,1,0,1,0,1,0,1,2,0,1,3,3,1,2,0,1,1,0,1,40,23,8,9,2,18,1,1,2.5,86,27,77,28,13,38,37,12,30,logo112
7,6,7,7,7,5,7,7,7,5,7,6,5,7,1,5,7,7,7,6,5,2,6,3,1,6,7,7,1,7,5,1,1,1,7,2,4,1,4,5,5,7,7,7,7,7,7,7,7,7,7,1,7,7,7,7,7,7,5,1,3,3,-2,3,3,3,3,3,123,76,36,40,124,34,48,42,19,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,17,0,4,4,4,2,1.82388059701493,1.22686567164179,.402941176470588,2,3,0,3,2,3,4,3,2,1,1.29881656804734,4,2,1,2,.905604719764012,3,0,1.42772861356932,0,0,0,3,.505917159763314,1.14411764705882,2,.551928783382789,2,2,2,0,0,0,0,4,4,4,81.2878009367129,44.2562015372605,18.5256822396891,18.5059171597633,1,19,2,1, ,108,34,89,41,20,37,46,20,32,logo113
3,3,6,6,3,5,7,5,5,5,3,3,5,3,3,3,5,3,3,5,5,3,3,5,4,6,5,4,3,4,2,4,5,3,4,4,5,5,4,5,5,5,5,5,5,7,5,6,6,5,5,4,5,5,6,6,4,5,6,3,2,2,-2,2,2,2,2,-2,84,83,45,38,103,31,40,32,8,0,0,1,1,0,1,1,0,0,1,1,1,1,0,0,1,1,0,0,0,10,1,3,1,1,2,2,1,0,1,1,0,2,2,2,1,2,1,1,1,1,2,2,1,1,3,0,1,2,2,1,2,0,0,1,1,1,2,1,1,1,1,1,1,1,2,57,33,12,12,2,19,2,1,2.07,71,24,60,22,16,29,29,16,20,logo114
5,6,7,6,5,6,2,6,6,7,6,4,5,6,6,7,6,6,5,6,6,4,2,3.70796460176991,4,7,6,4,2,6,4,4,4,4,4,4,4,4,2,7,7,7,4,4,4,7,7,7,7,4,7,4,7,7,6,4,7,4,4,1,0,0,0,0,1,-1,1,-1,113,85.7079646017699,41.7079646017699,44,109,27,40,42,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,17,2,2,2,1,1,1,0,2,2,1.18975903614458,3,2,2,2,2,2,2,1,1,3,3,1,1,3,1,1,2,2,2,2,2,3,3,3,3,2,2,1,.934718100890208,3,1.38938053097345,2,2,2,2,84.5138576680082,49.579139567118,18,16.9347181008902,1,22,1,1,3,99,30,83,33,19,31,37,19,27,logo115
5,5,6,6,5,5,7,5,5,6,6,5,6,5,6,7,6,4,5,5,5,5,4,4,4,6,5,2,2,4,4,3,4,2,4,2,4,4,2,4,7,4,4,4,4,6,5,4,4,4,4,5,4,4,3,4,2,6,2,4,-3,-3,-2,-2,-3,-2,-2,-3,110,74,40,34,84,25,34,25,-20,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,18,0,1.71470588235294,2,3,2,2,2,0,1,1,0,2,1,2,1,3,1.02089552238806,1,2,0,1,2,1,0,2,2,1,1,2,1,1,0,1,3,2,1.41715976331361,2,1,1,0,4,1,1,1,1,61.1527611680546,34.1318656456666,15.0208955223881,12,2,19,1,1,3,92,28,82,30,17,35,38,16,27,logo116
6,6,7,7,6,7,7,6,7,7,7,7,5,7,7,7,7,7,6,7,7,3,3,2,4,4,6,2,1,6,2,2,4,3,3,4,2,7,2,7,7,7,7,7,5,7,7,7,7,4,7,4,7,7,6,7,6,7,6,1,3,0,-3,2,-3,0,-3,-3,133,74,30,44,123,36,46,41,-7,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,19,0,1,2,2,2,1,0,0,0,0,0,1,1,2,0,3,0,1,0,0,0,1,0,0,0,0,2,2,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,1,26,14,4,8,2,21,1,1,3.8,112,35,98,37,21,42,46,20,34,logo117
5,4,6,5,4,4,5,5,4,5,4,5,6,5,5,4,5,5,4,6,4,3,3,3,4,6,5,4,3,4,2,4,4,4,3,4,3,4,5,5,5,6,6,6,5,6,4,4,6,4,6,4,6,6,6,6,4,4,5,3,2,0,-2,-2,-2,-2,-2,0,96,77,42,35,102,30,40,32,-8,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,16,1,2,1,2,2,2,1,2,2,1,0,2,2,2,2,2,1,2,1,1,1,1,1,2,1,0,0,2,2,1,2,0,1,1,1,2,3,2,1,2,1,2,2,1,1,64,36,15,13,1,18,1,1,3.43,81,24,72,26,17,28,32,17,23,logo118
5,5,6,7,6,5,6,6,6,7,7,7,7,6,5,6,6,7,6,7,6,4,3,4,5,5,6,2,4,6,4,5,3,3,4,5,4,4,5,5,5,5,3,6,2,6,4,4,5,3,4,3,5,5,5,4,4,4,5,3,2,2,0,1,1,1,1,2,123,87,46,41,85,22,34,29,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,19,1,2,1,2,2,0,0,2,2,2,0,1,1,1,1,1.76176470588235,2,1.46607669616519,2,1,1,3,0,0,2,2,2,3,2,2,1,1,1,2,1,1,2,1,2,2,2,1,1,2,1,64.2278414020475,34,16.2278414020475,14,1,19,1,1, ,106,33,90,34,19,39,43,19,31,logo119
4,4,7,6,5,4,6,6,7,5,5,4,5,7,7,7,5,5,4,5,4,6,4,3,5,6,7,4,1,6,2,1,4,3,4,4,5,6,1,7,6,7,7,5,7,5,7,4,7,5,7,4,5,7,4,3,5,3,4,5,0,2,3,3,3,3,1,3,108,83,39,44,107,28,41,38,18,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18,0,1,0,3,2,1,2,3,4,1,0,3,.931547619047619,2,.982248520710059,3,1.02089552238806,4,3,2,3,0,1,2,3,4,0,2,4,.905604719764012,1.01186943620178,1,3,2,0,4,2,3,1,.958702064896755,4,2,4,2,0,86.8108678830083,40.8843676408562,25.9265002421521,20,1,18,1,1,2.5,88,28,80,30,17,30,34,18,23,logo120
5,5,5,5,5,6,6,4,4,4,5,5,3,7,7,7,5,6,4,4,2,5,2,3,4,5,5,4,2,5,3,2,2,3,6,2,3,1,4,5,4,5,2,5,4,5,7,3,3,7,2,7,4,4,6,2,1,4,5,1,3,3,1,0,0,0,0,1,102,68,37,31,81,24,32,25,8,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,17,1,1,1,2,2,2,1,0,0,0,2,3,1,1,1,2,0,1,2,2,1,1,0,1,1,3,1,1,0,0,1,3,2,1,0,0,2,1,0,0,3,0,1,0,0,48,21,15,12,1,18,1,1,2.2,82,23,79,27,14,31,35,13,26,logo121
3,4,5,4,3,4,5,5,4,4,3,4,6,4,5,2,4,4,3,5,3,7,5,5,6,7,7,6,7,7,5,4,6,5,6,6,3,3,4,7,3,3,5,6,4,2,4,4,4,4,1,7,2,3,7,2,2,3,6,4,3,2,2,2,-2,2,0,2,81,109,63,46,76,23,35,18,11,1,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,8,2,2,2,3,2,2,2,3,2,2,1,3,3,1,2,1,1,2,1,2,2,2,2,2,3,1,1,2,1,1,4,0,1,1,3,3,3,1,1,3,4,3,3,2,1,89,55,19,15,1,22,2,1,3.8,67,20,61,22,14,24,27,15,18,logo122
5,5,5,5,6,7,7,5,6,7,7,4,4,3,7,7,5,5,5,5,6,1,3,1,4,4,7,7,2,7,2,3,1,2,7,7,1,3,4,7,1,2,5,7,4,1,7,5,3,7,1,7,1,3,6,1,2,7,6,3,0,0,-3,-3,-3,-3,-3,0,110,79,31,48,79,26,35,18,-15,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,17,0,0,0,0,3,1,0,0,0,0,1,1,0,0,0,3,1,1,0,1,0,1,0,0,3,1,3,2,2,0,0,0,0,3,0,0,0,4,0,0,0,1,0,0,0,32,18,7,7,1,20,4,3,4,93,28,82,32,15,37,40,15,28,logo123
4,3,5,5,3,4,5,5,4,3,4,4,6,5,6,5,5,4,4,5,5,4,3,4,4,7,6,5,2,2,2,5,4,2,4,3,6,4,2,6,5,2,2,4,4,5,6,5,3,3,5,6,2,3,5,6,2,6,4,4,3,3,3,3,0,1,0,1,89,80,43,37,82,31,30,21,14,0,0,1,1,0,0,1,0,1,0,1,1,1,1,1,1,1,1,0,1,13,2,2,1,4,3,3,3,0,3,3,1,2,3,3,2,1,3,3,2,2,3,2,2,2,3,1,3,2,3,2,2,1,2,2,1,2,4,2,1,3,3,3,3,2,3,103,57,26,20,1,19,1,1,3,73,23,66,23,15,25,27,15,21,logo124
6,7,7,7,7,7,7,7,7,7,7,6,7,7,7,5,7,6,5,6,7,7,4,6,6,6,7,5,2,7,6,5,5,3,7,7,3,7,2,7,7,7,7,7,6,7,7,7,7,6,6,7,7,7,6,7,6,7,7,1,3,3,3,3,-3,3,-2,0,132,109,54,55,129,40,48,41,10,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,17,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,1,0,0,1,2,2,1,1,0,0,0,0,0,16,4,4,8,1,19,1,1,3,111,34,98,39,20,41,46,20,33,logo125
6,6,7,7,5,7,6,6,7,7,7,7,6,7,7,7,6,2,5,6,3,3,4,2,4,5,6,1,2,5,1,2,2,2,3,6,2,5,2,4,7,6,6,5,6,6,7,6,6,7,6,7,3,6,6,6,5,7,7,4,3,3,3,2,2,2,2,2,124,64,27,37,119,39,44,36,19,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,17,0,2,0,3,3,2,1,0,1,0,1,1,1,3,0,1,1.02089552238806,1,1,0,0,3,0,0,1,1,1,1,1,1,0,1,1,1,0,2,1,1,1,0,1,1,0,0,1,42.0208955223881,23,8.02089552238806,11,2,18,1,1,3.2,104,33,91,35,19,41,37,19,34,logo126
5,5,5,4,6,5,6,5,6,6,6,5,5,6,5,5,7,6,5,6,3,4,5,4,4,5,6,4,2,3,2,3,2,5,5,6,4,4,3,5,7,5,6,4,4,7,5,6,6,5,2,4,5,6,7,5,6,4,4,1,-1,2,1,2,1,1,-1,0,109,79,42,37,99,23,41,35,5,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,18,0,1,1,2,2,2,0,0,1,1,1,1,1,1,1,2,1,1,1,1,1,2,0,1,0,1,2,2,2,0,1,0,0,1,1,2,1,1,1,0,1,1,1,2,1,46,26,9,11,1,19,1,1, ,92,29,80,32,18,32,41,16,25,logo127
5,4,5,5,3,6,7,5,5,6,5,3,7,5,5,7,5,6,4,5,5,4,4,6,3,6,6,3,4,4,2,2,1,5,6,6,4,5,4,5,7,6,6,5,7,7,7,7,7,5,6,7,5,7,5,7,6,7,5,2,0,0,-3,-3,-3,-3,-3,-3,103,85,42,43,121,39,42,40,-18,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,16,0,1,2,2,2,2,3,0,1,1,0,1,1,3,2,3,3,2,1,0,1,2,2,1,0,0,2,3,1,0,2,1,0,0,0,1,2,0,0,2,0,3,0,0,2,55,30,14,11,2,21,1,1,3.83,86,25,78,26,15,32,35,15,24,logo128
4,4,7,7,5,6,7,6,5,7,7,5,6,5,4,5,7,6,6,7,7,6,4,7,5,6,6,5,2,6,2,2,6,5,5,6,2,6,2,7,4,5,6,6,5,6,6,6,6,5,2,5,5,6,6,6,5,6,5,2,1,1,-1,-2,-2,-2,-2,-2,116,97,48,49,103,29,40,34,-9,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,16,1,1,1,1,2,2,0,0,1,0,0,1,1,1,0,0,0,2,0,2,0,2,1,0,0,0,1,0,0,1,1,0,1,1,0,2,4,1,1,0,2,2,0,0,2,38,23,10,5,2,19,1,1,2.77,100,33,83,30,21,39,42,20,29,logo129
6,6,7,6,5,6,7,6,6,5,6,5,6,6,4,6,6,5,5,6,4,3,2,3,5,4,6,2,2,5,3,3,3,5,5,3,2,4,2,3,4,3,5,6,6,7,6,4,7,5,6,4,5,6,5,5,2,6,5,2,3,3,3,3,-2,0,3,3,115,69,35,34,99,32,36,31,16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,0,2,0,3,1,0,2,0,1,1,0,2,0,2,0,2,1,1,2,0,0,2,0,0,1,0,1,2,1,1,0,0,2,3,0,1,1,2,2,2,2,1,1,1,1,47,22,11,14,2,19,1,1,3.86,98,30,85,34,19,35,39,19,29,logo130
5,5,6,6,5,6,5,5,5,6,5,5,5,4,6,7,5,3,5,5,5,5,4,4,3,5,5,2,2,4,2,2,2,4,4,2,2,3,2,4,6,5,4,5,5,6,6,6,6,6,6,1,4,5,5,4,4,6,5,2,1,1,1,1,1,1,0,1,104,66,34,32,97,27,38,32,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,18,1,1,2,2,2,2,0,2,2,0,0,1,1,2,2,2,2,1,1,3,3,1,1,3,2,2,1,1,1,1,1,1,2,2,2,1,3,1,1,3,3,2,2,2,2,73,41,18,14,1,22,1,1,3.6,89,26,78,30,16,33,34,16,27,logo131
5,5,6,7,6,6,7,6,7,7,7,7,7,6,7,7,7,1,7,7,5,2,4,1,4,3,4,1,1,3,1,1,1,2,2,1,4,3,3,7,5,6,4,6,7,7,7,7,7,5,7,4,4,7,6,7,6,7,7,1,3,0,3,3,0,0,0,0,125,53,25,28,117,39,38,40,9,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,17,1,2,1,3,1,2,1,0,1,1,0,2,1,2,0,0,0,0,1,0,0,2,1,1,0,0,2,1,0,0,1,0,0,2,0,2,0,1,1,1,0,0,0,1,3,38,24,3,11,2,19,1,1,3.53,105,35,90,36,20,41,40,19,32,logo132
6,5,6,7,5,6,6,6,5,5,3,4,5,4,4,4,6,6,4,6,5,2,1,6,4,7,7,4,7,4,1,4,4,4,4,2,2,7,4,7,7,7,1,7,7,7,4,7,7,4,7,7,7,7,5,1,5,7,1,1,3,3,3,3,-3,3,0,3,103,86,43,43,106,30,39,37,15,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,18,0,0,0,2,4,1,0,0,0,0,0,0,1,2,.982248520710059,3,2,4,3,2,1,3,4,1,4,3,3,3,4,4,0,4,2,3,2,3,1.45722713864307,1.77151335311573,1,1,0,0,4,0,0,78.2109890124688,36.9822485207101,26.4572271386431,14.7715133531157,1,18,1,1,2,89,27,76,31,18,31,37,18,26,logo133
5,5,4,5,5,5,6,4,5,5,5,4,6,6,4,4,5,6,4,5,4,4,5,6,6,6,6,5,4,6,4,4,4,3,5,5,5,4,4,6,5,5,6,6,3,6,5,5,6,4,5,5,3,5,6,6,4,5,6,2,3,3,3,3,3,2,2,3,98,96,54,42,98,30,37,31,22,1,1,1,1,0,0,1,0,1,0,1,1,1,1,0,1,1,1,0,1,14,0,3,1,2,2,3,1,1,2,2,2,2,1,1,2,3,1,2,1,2,1,4,1,1,2,1,2,2,2,1,1,1,2,2,0,2,2,3,3,3,3,2,2,1,3,81,49,16,16,2,19,1,1, ,82,25,73,28,14,30,36,13,24,logo134
5,5,6,5,5,5,7,5,5,6,5,5,6,6,7,6,6,7,6,6,5,3,3,4,3,7,7,3,2,5,3,3,4,4,7,5,3,5,3,6,6,5,5,6,4,7,5,5,5,6,4,4,3,4,6,4,5,6,6,3,2,1,0,1,-1,0,-1,-1,114,85,38,47,99,28,40,31,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,18,1,2,1,2,2,1,0,0,1,1,0,2,1,2,0,0,0,2,1,2,1,2,0,0,0,0,2,1,1,0,1,0,1,1,0,2,1,2,0,0,1,1,0,0,1,39,22,7,10,1,19,1,1,3,94,27,87,31,18,33,42,17,25,logo135
7,7,6,7,7,6,7,5,7,7,7,6,6,6,5,7,7,6,5,6,3,3,2,2,2,4,5,1,1,2,2,1,1,2,2,2,2,1,1,2,6,3,3,5,5,5,7,7,7,6,5,7,1,2,6,7,1,7,7,2,3,3,3,.814705882352941,0,2,0,3,127,41,20,21,99,38,36,25,14.8147058823529,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,19,0,1,0,2,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,11,5,1,5,2,18,1,1,2.9,109,34,93,38,19,40,46,17,33,logo136
5,5,5,7,5,7,7,7,6,7,7,7,5,7,6,7,7,6,4,6,2,3,4,2,2,3,5,2,2,4,2,1,2,2,3,4,2,4,4,2,6,7,7,7,6,7,7,6,7,6,7,6,6,7,6,6,5,6,7,1,3,0,3,3,0,0,0,3,123,55,28,27,123,38,45,40,12,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,18,1,2,1,2,2,1,0,0,1,1,1,2,0,1,1,0,0,1,1,0,0,2,1,0,0,1,1,2,1,1,0,2,1,1,0,1,0,3,1,0,0,1,0,0,1,38,20,5,13,2,19,1,1,2.5,103,33,90,32,18,42,41,18,33,logo137
3,3,5,3,5,4,4,3,4,4,3,3,3,7,6,7,4,6,6,4,2,5,2,4,5,7,7,2,2,5,2,2,2,2,4,2,1,4,3,3,5,4,3,5,4,4,5,2,3,7,2,6,3,2,6,2,2,6,2,6,0,0,3,3,3,3,-1,-2,87,66,32,34,79,22,37,20,9,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,11,1,2,2,1,3,2,0,0,1,0,0,1,1,1,1,2,0,4,0,2,1,2,0,2,0,0,0,1,0,0,1,0,0,1,0,0,4,1,0,0,0,0,2,0,0,39,18,15,6,1,20,2,2, ,70,18,69,24,13,21,32,12,16,logo138
4,5,6,6,3,5,4,5,5,6,6,5,6,7,7,4,7,5,6,6,5,6,5,6,6,5,7,7,4,6,5,6,7,5,7,6,6,4,5,4,5,4,5,6,5,6,6,4,4,3,3,6,4,5,4,5,3,6,5,2,2,2,3,3,0,1,1,2,108,112,68,44,91,30,33,28,14,1,0,1,1,0,0,0,1,1,0,1,0,1,1,1,1,1,1,0,1,13,0,2,2,2,1,3,0,1,1,1,0,1,1,2,2,2,2,2,1,3,2,1,1,2,1,0,1,3,2,1,2,0,1,1,0,2,2,2,1,1,0,1,1,1,1,59,31,14,14,1,19,1,1,3.1,90,30,78,28,19,32,36,17,26,logo139
3,3,7,5,3,5,6,5,4,5,3,3,7,7,5,5,5,5,3,5,5,5,6,7,7,7,6,4,4,4,3,6,4,2,3,5,3,4,4,2,4,4,7,6,1,6,5,5,7,1,5,5,5,6,7,4,3,5,5,4,3,3,3,3,1,3,3,-1,94,91,55,36,95,25,39,31,18,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,8,1,3,2,4,2,3,2,2,3,1,1,3,3,2,2,4,2,2,3,2,2,3,2,2,2,0,4,4,3,2,3,0,2,2,1,3,2,3,3,3,4,4,3,2,3,109,63,23,23,2,19,1,1,2.8,76,22,72,21,17,27,30,17,19,logo140
4,4,4,4,4,4,7,4,4,4,4,4,1,7,7,7,4,7,4,4,1,4,4,1,4,4,4,1,1,4,4,1,1,6,4,1,1,4,4,4,5,2,1,4,4,4,4,4,4,4,4,7,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,92,58,32,26,79,27,30,22,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,16,1,2,4,0,0,0,0,0,0,0,3,4,1,0,1,0,0,0,4,0,1,0,0,0,4,4,2,2,2,0,0,3,0,2,0,0,1,2,2,2,4,0,1,4,3,59,30,11,18,1,20,1,1,2,71,20,72,24,12,27,34,12,20,logo141
5,3,6,5,3,5,5,5,5,5,5,5,3,5,3,5,5,3,5,5,4.51764705882353,4.28823529411765,3.52647058823529,3.70796460176991,3.81120943952802,5.49117647058824,5.95882352941176,3.51470588235294,3.06176470588235,4.86470588235294,3,3,3,2,3,3,6,3,3,3,6,6,6,6,6,4,4,4,6,5,5,6,4,5,5,6,5,4,6,6,-2,2,-1,-2,-2,2,-2,-2,91,74.7427034530626,41.9103505118862,32.8323529411765,105,33,42,30,-7,0,1,1,1,0,0,1,1,1,0,0,1,1,1,0,1,1,1,0,0,12,1,1,3,3,3,2,2,1,2,2,0,1,2,2,2,1,2,2,1,2,1,1,1,2,1,0,1,1,1,1,2,0,2,1,1,2,3,1,1,1,1,2,2,1,2,67,39,17,11,2,21,1,1,3.6,78,25,66,26,16,30,29,16,25,logo142
5,5,7,6,6,5,7,5,5,5,5,4,5,5,3,7,5,6,5,5,4,4,4,3,4,6,6,7,2,5,3,3,3,4,5,4,4,4,3,5,5,4,6,5,5,6,6,5,5,5,5,6,4,3,4,2,4,6,5,2,1,1,1,1,0,0,0,0,106,83,44,39,93,29,36,28,4,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,0,1,16,1,1,1,2,2,2,2,0,1,1,1,1,1,2,1,2,0,1,2,1,1,2,1,1,1,1,2,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,50,27,13,10,1,20,1,1,3.6,91,26,80,31,17,32,39,17,25,logo143
5,5,7,7,5,6,7,6,6,7,6,6,6,5,3,6,6,5,5,6,4,3,3,4,4,6,6,3,4,5,2,3,2,2,3,5,3,4,3,3,6,3,5,6,5,6,6,6,5,5,4,5,3,5,6,6,5,5,6,5,0,0,3,3,0,0,-1,0,115,72,36,36,103,31,42,30,5,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,17,0,1,2,3,3,1,1,0,1,1,0,2,1,1,1,3,0,1,1,0,0,2,1,0,0,0,1,2,0,1,0,0,0,0,0,0,1,2,1,0,0,1,0,0,0,35,16,8,11,2,18,1,1,3.78,100,31,84,32,19,39,40,19,30,logo144
5,6,6,7,7,6,7,6,6,7,7,6,5,5,7,7,4,4,6,6,5,3,3,2,4,5,6,1,2,4,2,4,2,3,2,4,4,4,4,2,6,4,3,3,5,5,6,5,6,3,5,4,4,5,4,4,5,5,5,5,3,3,0,3,3,3,0,3,120,66,34,32,92,28,33,31,18,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,18,0,2,1,2,2,2,1,0,2,2,0,2,1,2,1,1,1,1,1,0,1,2,1,0,2,1,2,2,1,1,1,1,1,2,2,1,1,2,1,1,0,1,1,0,3,55,33,9,13,2,19,1,1,2.5,101,30,90,36,16,40,41,18,31,logo145
5,5,4,5,5,5,6,4,5,4,6,5,2,6,1,4,5,5,5,5,5,4,2,4,3,5,6,7,3,6,2,5,2,2,4,4,2,3,2,3,4,5,6,6,4,6,6,6,6,6,3,7,2,2,6,3,3,6,7,1,3,3,-3,0,0,1,0,0,92,74,38,36,95,30,37,28,4,0,0,1,1,0,1,1,0,1,1,0,1,0,1,0,1,1,1,0,1,12,1,3,2,3,2,3,2,1,2,2,0,2,1,1,2,3,2,2,2,1,1,2,1,2,3,0,4,1,1,1,1,0,2,1,2,4,1,3,2,2,4,2,1,1,2,81,51,16,14,2,19,1,2, ,79,26,66,29,14,31,35,13,26,logo146
3,3,5,4,3,6,7,4,4,5,3,4,5,3,2,1,3,4,4,3,4,6,3,7,3,5,7,3,4,4,5,6,2,6,3,6,6,1,7,6,3,3,1,6,3,4,3,1,3,3,2,6,3,5,7,1,1,2,5,3,3,3,-3,-3,-3,0,-3,-3,76,94,58,36,65,19,27,19,-9,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,1,1,9,1,2,2,4,4,3,4,2,2,2,1,2,2,1,2,4,4,3,2,2,1,3,4,2,3,3,3,4,2,1,2,0,2,2,0,3,3,3,1,4,3,3,2,3,4,110,62,29,19,2,19,1,2,3,64,17,59,21,11,29,29,12,20,logo147
7,7,4,7,7,7,5,7,7,7,7,1,1,7,7,7,7,7,7,7,1,1,2,1,1,2,7,2,2,3,1,1,1,1,2,1,1,1,1,1,1,1,2,2,4,5,7,1,1,3,1,1,1,1,1,2,1,1,2,1,3,-2,-2,1,-1,0,-1,3,123,33,15,18,39,11,12,16,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,19,4,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,3,3,0,0,3,0,2,1.42772861356932,0,0,0,4,0,0,1,0,3,3,1,0,0,0,1,3,0,0,40.4277286135693,17.4277286135693,15,8,1,20,1,1,1,104,35,88,42,18,34,47,18,29,logo148
